Player Name,Player Gender,Player Years Old,Table Currency,Player Card Level,Promotion Name,Total Promotion Value,Promotion Cost In Dollars,Promotion Issued Date Exact,Promotion Issued Hour
Player 16502,Male,55,$,Card Type 105,Promotion 1000,150.00,150.00,4/10/2019 1:07:42 PM,2019-04-10 13:00:00
Player 18153,Female,29,$,Card Type 105,Promotion 1000,60.00,60.00,4/10/2019 1:07:50 PM,2019-04-10 13:00:00
Player 1399,Male,45,$,Card Type 105,Promotion 1000,87.00,87.00,4/10/2019 1:07:51 PM,2019-04-10 13:00:00
Player 17709,Female,70,$,Card Type 1,Promotion 1000,2.00,2.00,4/10/2019 1:12:09 PM,2019-04-10 13:00:00
Player 2023,Female,54,$,Card Type 1,Promotion 1000,2.00,2.00,4/10/2019 1:13:03 PM,2019-04-10 13:00:00
Player 7771,Male,58,$,Card Type 103,Promotion 1000,14.00,14.00,4/10/2019 1:18:40 PM,2019-04-10 13:00:00
Player 5087,Female,42,$,Card Type 1,Promotion 1000,1.00,1.00,4/10/2019 1:19:28 PM,2019-04-10 13:00:00
Player 6564,Female,59,$,Card Type 103,Promotion 1000,15.00,15.00,4/10/2019 1:19:46 PM,2019-04-10 13:00:00
Player 14605,Female,37,$,Card Type 105,Promotion 1000,61.00,61.00,4/10/2019 1:20:04 PM,2019-04-10 13:00:00
Player 9782,Male,48,$,Card Type 105,Promotion 1000,78.00,78.00,4/10/2019 1:20:22 PM,2019-04-10 13:00:00
Player 6431,Female,75,$,Card Type 101,Promotion 1000,2.00,2.00,4/10/2019 1:20:44 PM,2019-04-10 13:00:00
Player 1236,Male,57,$,Card Type 1,Promotion 1000,1.00,1.00,4/10/2019 1:22:37 PM,2019-04-10 13:00:00
Player 15992,Male,41,$,Card Type 102,Promotion 1000,2.00,2.00,4/10/2019 1:23:04 PM,2019-04-10 13:00:00
Player 19360,Male,67,$,Card Type 102,Promotion 1000,4.00,4.00,4/10/2019 1:23:51 PM,2019-04-10 13:00:00
Player 2420,Male,46,$,Card Type 101,Promotion 1000,6.00,6.00,4/10/2019 1:26:32 PM,2019-04-10 13:00:00
Player 12493,Male,46,$,Card Type 102,Promotion 1000,4.00,4.00,4/10/2019 1:40:53 PM,2019-04-10 13:00:00
Player 5423,Female,73,$,Card Type 102,Promotion 1000,10.00,10.00,4/10/2019 1:52:57 PM,2019-04-10 13:00:00
Player 8798,Male,72,$,Card Type 102,Promotion 1000,4.00,4.00,4/10/2019 2:09:47 PM,2019-04-10 14:00:00
Player 14996,Male,47,$,Card Type 1,Promotion 1000,1.00,1.00,4/10/2019 2:16:06 PM,2019-04-10 14:00:00
Player 11144,Female,39,$,Card Type 103,Promotion 1000,21.00,21.00,4/10/2019 2:22:04 PM,2019-04-10 14:00:00
Player 9301,Female,53,$,Card Type 102,Promotion 1000,4.00,4.00,4/10/2019 2:25:22 PM,2019-04-10 14:00:00
Player 18059,Male,49,$,Card Type 101,Promotion 1000,2.00,2.00,4/10/2019 2:34:15 PM,2019-04-10 14:00:00
Player 2167,Male,37,$,Card Type 103,Promotion 1000,6.00,6.00,4/10/2019 2:36:35 PM,2019-04-10 14:00:00
Player 6374,Female,46,$,Card Type 101,Promotion 1000,1.00,1.00,4/10/2019 2:39:30 PM,2019-04-10 14:00:00
Player 1682,Male,45,$,Card Type 1,Promotion 1000,3.00,3.00,4/10/2019 2:41:05 PM,2019-04-10 14:00:00
Player 19272,Female,38,$,Card Type 104,Promotion 1000,32.00,32.00,4/10/2019 2:45:02 PM,2019-04-10 14:00:00
Player 1294,Male,50,$,Card Type 101,Promotion 1000,1.00,1.00,4/10/2019 2:58:16 PM,2019-04-10 14:00:00
Player 5741,Female,50,$,Card Type 103,Promotion 1000,24.00,24.00,4/10/2019 2:59:08 PM,2019-04-10 14:00:00
Player 15586,Male,48,$,Card Type 102,Promotion 1000,4.00,4.00,4/10/2019 3:00:09 PM,2019-04-10 15:00:00
Player 1491,Female,37,$,Card Type 102,Promotion 1000,3.00,3.00,4/10/2019 3:00:39 PM,2019-04-10 15:00:00
Player 21596,Male,45,$,Card Type 103,Promotion 1000,5.00,5.00,4/10/2019 3:03:38 PM,2019-04-10 15:00:00
Player 2484,Male,39,$,Card Type 1,Promotion 1000,1.00,1.00,4/10/2019 3:05:13 PM,2019-04-10 15:00:00
Player 17796,Male,47,$,Card Type 105,Promotion 1000,39.00,39.00,4/10/2019 3:08:15 PM,2019-04-10 15:00:00
Player 5934,Female,52,$,Card Type 105,Promotion 1000,48.00,48.00,4/10/2019 3:13:55 PM,2019-04-10 15:00:00
Player 5883,Male,56,$,Card Type 1,Promotion 1000,2.00,2.00,4/10/2019 3:17:43 PM,2019-04-10 15:00:00
Player 11484,Male,51,$,Card Type 105,Promotion 1000,108.00,108.00,4/10/2019 3:18:58 PM,2019-04-10 15:00:00
Player 2877,Female,67,$,Card Type 105,Promotion 1000,9.00,9.00,4/10/2019 3:19:13 PM,2019-04-10 15:00:00
Player 6570,Male,50,$,Card Type 104,Promotion 1000,4.00,4.00,4/10/2019 3:19:56 PM,2019-04-10 15:00:00
Player 17157,Male,62,$,Card Type 1,Promotion 1000,5.00,5.00,4/10/2019 3:22:27 PM,2019-04-10 15:00:00
Player 1103,Male,46,$,Card Type 1,Promotion 1000,1.00,1.00,4/10/2019 3:30:54 PM,2019-04-10 15:00:00
Player 1888,Male,58,$,Card Type 1,Promotion 1000,1.00,1.00,4/10/2019 3:33:54 PM,2019-04-10 15:00:00
Player 1618,Female,37,$,Card Type 104,Promotion 1000,3.00,3.00,4/10/2019 3:36:09 PM,2019-04-10 15:00:00
Player 11391,Male,44,$,Card Type 101,Promotion 1000,3.00,3.00,4/10/2019 3:37:38 PM,2019-04-10 15:00:00
Player 5572,Female,67,$,Card Type 102,Promotion 1000,45.00,45.00,4/10/2019 3:45:13 PM,2019-04-10 15:00:00
Player 5571,Male,71,$,Card Type 102,Promotion 1000,5.00,5.00,4/10/2019 3:46:26 PM,2019-04-10 15:00:00
Player 1486,Female,59,$,Card Type 102,Promotion 1000,5.00,5.00,4/10/2019 3:47:04 PM,2019-04-10 15:00:00
Player 7596,Male,56,$,Card Type 1,Promotion 1000,4.00,4.00,4/10/2019 3:51:46 PM,2019-04-10 15:00:00
Player 16061,Male,49,$,Card Type 1,Promotion 1000,4.00,4.00,4/10/2019 3:52:58 PM,2019-04-10 15:00:00
Player 2527,Male,62,$,Card Type 1,Promotion 1000,2.00,2.00,4/10/2019 3:53:19 PM,2019-04-10 15:00:00
Player 11721,Male,54,$,Card Type 101,Promotion 1000,7.00,7.00,4/10/2019 3:53:44 PM,2019-04-10 15:00:00
Player 6824,Male,50,$,Card Type 103,Promotion 1000,16.00,16.00,4/10/2019 3:56:29 PM,2019-04-10 15:00:00
Player 1135,Male,59,$,Card Type 1,Promotion 1000,1.00,1.00,4/10/2019 3:57:26 PM,2019-04-10 15:00:00
Player 22186,Male,39,$,Card Type 105,Promotion 1000,38.00,38.00,4/10/2019 4:07:58 PM,2019-04-10 16:00:00
Player 14629,Male,35,$,Card Type 1,Promotion 1000,3.00,3.00,4/10/2019 4:08:15 PM,2019-04-10 16:00:00
Player 8811,Male,39,$,Card Type 103,Promotion 1000,8.00,8.00,4/10/2019 4:15:24 PM,2019-04-10 16:00:00
Player 4942,Male,55,$,Card Type 101,Promotion 1000,1.00,1.00,4/10/2019 4:17:02 PM,2019-04-10 16:00:00
Player 17595,Male,48,$,Card Type 101,Promotion 1004,10.00,5.00,4/10/2019 4:18:26 PM,2019-04-10 16:00:00
Player 16165,Male,58,$,Card Type 1,Promotion 1000,2.00,2.00,4/10/2019 4:19:15 PM,2019-04-10 16:00:00
Player 19037,Female,39,$,Card Type 1,Promotion 1004,5.00,2.50,4/10/2019 4:19:37 PM,2019-04-10 16:00:00
Player 8004,Male,44,$,Card Type 104,Promotion 1000,3.00,3.00,4/10/2019 4:20:06 PM,2019-04-10 16:00:00
Player 1159,Male,57,$,Card Type 102,Promotion 1000,2.00,2.00,4/10/2019 4:22:18 PM,2019-04-10 16:00:00
Player 9951,Female,62,$,Card Type 102,Promotion 1000,3.00,3.00,4/10/2019 4:26:23 PM,2019-04-10 16:00:00
Player 3564,Male,77,$,Card Type 102,Promotion 1000,3.00,3.00,4/10/2019 4:27:34 PM,2019-04-10 16:00:00
Player 1301,Male,47,$,Card Type 105,Promotion 1000,27.00,27.00,4/10/2019 4:32:59 PM,2019-04-10 16:00:00
Player 1275,Male,41,$,Card Type 104,Promotion 1000,10.00,10.00,4/10/2019 4:41:32 PM,2019-04-10 16:00:00
Player 21781,Male,59,$,Card Type 102,Promotion 1000,13.00,13.00,4/10/2019 4:42:12 PM,2019-04-10 16:00:00
Player 21782,Male,63,$,Card Type 1,Promotion 1000,4.00,4.00,4/10/2019 4:42:37 PM,2019-04-10 16:00:00
Player 11058,Male,52,$,Card Type 1,Promotion 1000,5.00,5.00,4/10/2019 4:43:06 PM,2019-04-10 16:00:00
Player 11058,Male,52,$,Card Type 1,Promotion 1008,10.00,10.00,4/10/2019 4:43:42 PM,2019-04-10 16:00:00
Player 4030,Male,62,$,Card Type 101,Promotion 1000,1.00,1.00,4/10/2019 4:45:46 PM,2019-04-10 16:00:00
Player 2370,Female,70,$,Card Type 102,Promotion 1000,3.00,3.00,4/10/2019 4:47:24 PM,2019-04-10 16:00:00
Player 1429,Male,54,$,Card Type 101,Promotion 1000,1.00,1.00,4/10/2019 4:51:04 PM,2019-04-10 16:00:00
Player 15141,Male,51,$,Card Type 1,Promotion 1000,1.00,1.00,4/10/2019 4:51:22 PM,2019-04-10 16:00:00
Player 15397,Male,30,$,Card Type 103,Promotion 1000,59.00,59.00,4/10/2019 4:51:27 PM,2019-04-10 16:00:00
Player 21955,Male,56,$,Card Type 1,Promotion 1000,24.00,24.00,4/10/2019 4:52:05 PM,2019-04-10 16:00:00
Player 11704,Female,68,$,Card Type 1,Promotion 1000,1.00,1.00,4/10/2019 5:00:41 PM,2019-04-10 17:00:00
Player 8708,Female,53,$,Card Type 103,Promotion 1000,24.00,24.00,4/10/2019 5:00:58 PM,2019-04-10 17:00:00
Player 9369,Male,70,$,Card Type 102,Promotion 1000,3.00,3.00,4/10/2019 5:01:47 PM,2019-04-10 17:00:00
Player 7049,Female,46,$,Card Type 1,Promotion 1000,3.00,3.00,4/10/2019 5:03:37 PM,2019-04-10 17:00:00
Player 12863,Female,59,$,Card Type 105,Promotion 1000,85.00,85.00,4/10/2019 5:08:53 PM,2019-04-10 17:00:00
Player 21985,Male,35,$,Card Type 1,Promotion 1000,1.00,1.00,4/10/2019 5:15:25 PM,2019-04-10 17:00:00
Player 13067,Female,61,$,Card Type 1,Promotion 1000,3.00,3.00,4/10/2019 5:16:47 PM,2019-04-10 17:00:00
Player 15938,Male,58,$,Card Type 102,Promotion 1000,7.00,7.00,4/10/2019 5:22:06 PM,2019-04-10 17:00:00
Player 1605,Male,52,$,Card Type 1,Promotion 1000,2.00,2.00,4/10/2019 5:26:27 PM,2019-04-10 17:00:00
Player 1129,Male,58,$,Card Type 104,Promotion 1000,9.00,9.00,4/10/2019 5:35:15 PM,2019-04-10 17:00:00
Player 2169,Female,35,$,Card Type 101,Promotion 1000,1.00,1.00,4/10/2019 5:38:09 PM,2019-04-10 17:00:00
Player 1618,Female,37,$,Card Type 104,Promotion 1005,45.00,0.00,4/10/2019 5:40:43 PM,2019-04-10 17:00:00
Player 2877,Female,67,$,Card Type 105,Promotion 1005,40.00,0.00,4/10/2019 5:41:49 PM,2019-04-10 17:00:00
Player 4446,Female,83,$,Card Type 1,Promotion 1000,10.00,10.00,4/10/2019 5:43:25 PM,2019-04-10 17:00:00
Player 21656,Male,64,$,Card Type 103,Promotion 1000,20.00,20.00,4/10/2019 5:45:27 PM,2019-04-10 17:00:00
Player 21647,Female,77,$,Card Type 103,Promotion 1000,15.00,15.00,4/10/2019 5:45:59 PM,2019-04-10 17:00:00
Player 7838,Male,37,$,Card Type 101,Promotion 1000,3.00,3.00,4/10/2019 5:47:12 PM,2019-04-10 17:00:00
Player 5821,Male,54,$,Card Type 101,Promotion 1000,5.00,5.00,4/10/2019 6:03:17 PM,2019-04-10 18:00:00
Player 2705,Female,55,$,Card Type 101,Promotion 1000,5.00,5.00,4/10/2019 6:03:27 PM,2019-04-10 18:00:00
Player 2704,Male,63,$,Card Type 101,Promotion 1000,3.00,3.00,4/10/2019 6:06:30 PM,2019-04-10 18:00:00
Player 12801,Male,50,$,Card Type 103,Promotion 1000,17.00,17.00,4/10/2019 6:11:20 PM,2019-04-10 18:00:00
Player 7716,Female,39,$,Card Type 1,Promotion 1000,1.00,1.00,4/10/2019 6:12:35 PM,2019-04-10 18:00:00
Player 22318,Male,48,$,Card Type 103,Promotion 1000,28.00,28.00,4/10/2019 6:14:16 PM,2019-04-10 18:00:00
Player 19037,Female,39,$,Card Type 1,Promotion 1000,1.00,1.00,4/10/2019 6:15:43 PM,2019-04-10 18:00:00
Player 20202,Male,40,$,Card Type 103,Promotion 1000,34.00,34.00,4/10/2019 6:17:20 PM,2019-04-10 18:00:00
Player 10581,Male,49,$,Card Type 101,Promotion 1000,4.00,4.00,4/10/2019 6:19:17 PM,2019-04-10 18:00:00
Player 2883,Female,61,$,Card Type 103,Promotion 1000,19.00,19.00,4/10/2019 6:19:46 PM,2019-04-10 18:00:00
Player 13394,Male,56,$,Card Type 102,Promotion 1000,5.00,5.00,4/10/2019 6:22:12 PM,2019-04-10 18:00:00
Player 22020,Female,37,$,Card Type 1,Promotion 1000,2.00,2.00,4/10/2019 6:26:06 PM,2019-04-10 18:00:00
Player 15993,Male,53,$,Card Type 104,Promotion 1004,25.00,12.50,4/10/2019 6:32:37 PM,2019-04-10 18:00:00
Player 15993,Male,53,$,Card Type 104,Promotion 1004,25.00,12.50,4/10/2019 6:32:57 PM,2019-04-10 18:00:00
Player 15993,Male,53,$,Card Type 104,Promotion 1004,25.00,12.50,4/10/2019 6:32:58 PM,2019-04-10 18:00:00
Player 15993,Male,53,$,Card Type 104,Promotion 1004,25.00,12.50,4/10/2019 6:32:59 PM,2019-04-10 18:00:00
Player 18308,Male,62,$,Card Type 101,Promotion 1000,13.00,13.00,4/10/2019 6:34:44 PM,2019-04-10 18:00:00
Player 17595,Male,48,$,Card Type 101,Promotion 1000,1.00,1.00,4/10/2019 6:42:42 PM,2019-04-10 18:00:00
Player 13393,Male,68,$,Card Type 101,Promotion 1000,5.00,5.00,4/10/2019 6:45:32 PM,2019-04-10 18:00:00
Player 4543,Male,59,$,Card Type 104,Promotion 1000,24.00,24.00,4/10/2019 6:48:17 PM,2019-04-10 18:00:00
Player 15119,Female,60,$,Card Type 102,Promotion 1000,3.00,3.00,4/10/2019 6:48:35 PM,2019-04-10 18:00:00
Player 13036,Male,36,$,Card Type 103,Promotion 1000,7.00,7.00,4/10/2019 6:50:32 PM,2019-04-10 18:00:00
Player 2703,Male,43,$,Card Type 104,Promotion 1000,26.00,26.00,4/10/2019 6:51:27 PM,2019-04-10 18:00:00
Player 13000,Female,44,$,Card Type 104,Promotion 1000,9.00,9.00,4/10/2019 6:59:26 PM,2019-04-10 18:00:00
Player 7543,Male,58,$,Card Type 101,Promotion 1000,1.00,1.00,4/10/2019 7:04:16 PM,2019-04-10 19:00:00
Player 8926,Female,57,$,Card Type 105,Promotion 1000,57.00,57.00,4/10/2019 7:04:46 PM,2019-04-10 19:00:00
Player 11648,Male,56,$,Card Type 102,Promotion 1000,4.00,4.00,4/10/2019 7:04:46 PM,2019-04-10 19:00:00
Player 8352,Female,64,$,Card Type 102,Promotion 1000,3.00,3.00,4/10/2019 7:05:03 PM,2019-04-10 19:00:00
Player 8927,Male,60,$,Card Type 104,Promotion 1000,57.00,57.00,4/10/2019 7:05:04 PM,2019-04-10 19:00:00
Player 9528,Male,47,$,Card Type 102,Promotion 1000,3.00,3.00,4/10/2019 7:06:00 PM,2019-04-10 19:00:00
Player 22382,Male,54,$,Card Type 1,Promotion 1000,19.00,19.00,4/10/2019 7:07:25 PM,2019-04-10 19:00:00
Player 15810,Female,55,$,Card Type 101,Promotion 1000,4.00,4.00,4/10/2019 7:10:17 PM,2019-04-10 19:00:00
Player 8280,Male,53,$,Card Type 102,Promotion 1000,4.00,4.00,4/10/2019 7:12:29 PM,2019-04-10 19:00:00
Player 8281,Female,50,$,Card Type 1,Promotion 1000,1.00,1.00,4/10/2019 7:18:41 PM,2019-04-10 19:00:00
Player 11095,Male,55,$,Card Type 101,Promotion 1000,3.00,3.00,4/10/2019 7:21:35 PM,2019-04-10 19:00:00
Player 7177,Male,58,$,Card Type 101,Promotion 1000,5.00,5.00,4/10/2019 7:22:14 PM,2019-04-10 19:00:00
Player 3915,Male,57,$,Card Type 103,Promotion 1000,2.00,2.00,4/10/2019 7:24:10 PM,2019-04-10 19:00:00
Player 18024,Female,48,$,Card Type 105,Promotion 1000,150.00,150.00,4/10/2019 7:28:10 PM,2019-04-10 19:00:00
Player 17799,Female,26,$,Card Type 101,Promotion 1000,3.00,3.00,4/10/2019 7:29:57 PM,2019-04-10 19:00:00
Player 1288,Male,51,$,Card Type 1,Promotion 1000,1.00,1.00,4/10/2019 7:31:40 PM,2019-04-10 19:00:00
Player 1287,Female,54,$,Card Type 1,Promotion 1000,1.00,1.00,4/10/2019 7:32:13 PM,2019-04-10 19:00:00
Player 10897,Female,52,$,Card Type 102,Promotion 1000,8.00,8.00,4/10/2019 7:32:40 PM,2019-04-10 19:00:00
Player 13335,Male,41,$,Card Type 104,Promotion 1000,42.00,42.00,4/10/2019 7:33:13 PM,2019-04-10 19:00:00
Player 7074,Female,46,$,Card Type 103,Promotion 1000,1.00,1.00,4/10/2019 7:33:30 PM,2019-04-10 19:00:00
Player 10906,Male,61,$,Card Type 102,Promotion 1000,6.00,6.00,4/10/2019 7:34:10 PM,2019-04-10 19:00:00
Player 16278,Male,60,$,Card Type 101,Promotion 1000,2.00,2.00,4/10/2019 7:43:09 PM,2019-04-10 19:00:00
Player 1170,Male,70,$,Card Type 103,Promotion 1000,5.00,5.00,4/10/2019 7:44:11 PM,2019-04-10 19:00:00
Player 1427,Female,64,$,Card Type 102,Promotion 1000,4.00,4.00,4/10/2019 7:44:32 PM,2019-04-10 19:00:00
Player 14574,Male,58,$,Card Type 102,Promotion 1000,3.00,3.00,4/10/2019 7:54:24 PM,2019-04-10 19:00:00
Player 10888,Male,39,$,Card Type 104,Promotion 1000,23.00,23.00,4/10/2019 7:56:13 PM,2019-04-10 19:00:00
Player 11446,Female,50,$,Card Type 102,Promotion 1000,6.00,6.00,4/10/2019 8:00:48 PM,2019-04-10 20:00:00
Player 22335,Male,33,$,Card Type 1,Promotion 1000,4.00,4.00,4/10/2019 8:02:14 PM,2019-04-10 20:00:00
Player 1660,Male,59,$,Card Type 102,Promotion 1000,4.00,4.00,4/10/2019 8:02:55 PM,2019-04-10 20:00:00
Player 1301,Male,47,$,Card Type 105,Promotion 1004,25.00,12.50,4/10/2019 8:04:05 PM,2019-04-10 20:00:00
Player 1301,Male,47,$,Card Type 105,Promotion 1004,25.00,12.50,4/10/2019 8:04:06 PM,2019-04-10 20:00:00
Player 1301,Male,47,$,Card Type 105,Promotion 1004,25.00,12.50,4/10/2019 8:04:08 PM,2019-04-10 20:00:00
Player 1301,Male,47,$,Card Type 105,Promotion 1004,25.00,12.50,4/10/2019 8:04:09 PM,2019-04-10 20:00:00
Player 2247,Male,74,$,Card Type 104,Promotion 1000,15.00,15.00,4/10/2019 8:04:54 PM,2019-04-10 20:00:00
Player 3648,Male,48,$,Card Type 105,Promotion 1004,25.00,12.50,4/10/2019 8:06:08 PM,2019-04-10 20:00:00
Player 3648,Male,48,$,Card Type 105,Promotion 1004,25.00,12.50,4/10/2019 8:06:09 PM,2019-04-10 20:00:00
Player 3648,Male,48,$,Card Type 105,Promotion 1004,25.00,12.50,4/10/2019 8:06:10 PM,2019-04-10 20:00:00
Player 3648,Male,48,$,Card Type 105,Promotion 1004,25.00,12.50,4/10/2019 8:06:32 PM,2019-04-10 20:00:00
Player 4536,Male,46,$,Card Type 102,Promotion 1000,2.00,2.00,4/10/2019 8:07:39 PM,2019-04-10 20:00:00
Player 2987,Female,59,$,Card Type 101,Promotion 1000,4.00,4.00,4/10/2019 8:07:58 PM,2019-04-10 20:00:00
Player 1217,Male,57,$,Card Type 105,Promotion 1000,19.00,19.00,4/10/2019 8:10:28 PM,2019-04-10 20:00:00
Player 2317,Female,63,$,Card Type 105,Promotion 1000,38.00,38.00,4/10/2019 8:13:48 PM,2019-04-10 20:00:00
Player 3893,Male,52,$,Card Type 1,Promotion 1000,1.00,1.00,4/10/2019 8:23:40 PM,2019-04-10 20:00:00
Player 21783,Female,62,$,Card Type 102,Promotion 1000,3.00,3.00,4/10/2019 8:26:52 PM,2019-04-10 20:00:00
Player 2893,Male,62,$,Card Type 105,Promotion 1004,25.00,12.50,4/10/2019 8:27:29 PM,2019-04-10 20:00:00
Player 2893,Male,62,$,Card Type 105,Promotion 1004,25.00,12.50,4/10/2019 8:27:30 PM,2019-04-10 20:00:00
Player 2893,Male,62,$,Card Type 105,Promotion 1004,25.00,12.50,4/10/2019 8:27:31 PM,2019-04-10 20:00:00
Player 2893,Male,62,$,Card Type 105,Promotion 1004,25.00,12.50,4/10/2019 8:27:32 PM,2019-04-10 20:00:00
Player 1509,Female,59,$,Card Type 1,Promotion 1000,2.00,2.00,4/10/2019 8:27:36 PM,2019-04-10 20:00:00
Player 19443,Male,31,$,Card Type 1,Promotion 1000,2.00,2.00,4/10/2019 8:28:40 PM,2019-04-10 20:00:00
Player 2894,Male,58,$,Card Type 105,Promotion 1004,25.00,12.50,4/10/2019 8:29:12 PM,2019-04-10 20:00:00
Player 2894,Male,58,$,Card Type 105,Promotion 1004,25.00,12.50,4/10/2019 8:29:13 PM,2019-04-10 20:00:00
Player 2894,Male,58,$,Card Type 105,Promotion 1004,25.00,12.50,4/10/2019 8:29:14 PM,2019-04-10 20:00:00
Player 2894,Male,58,$,Card Type 105,Promotion 1004,25.00,12.50,4/10/2019 8:29:15 PM,2019-04-10 20:00:00
Player 2281,Male,67,$,Card Type 1,Promotion 1000,1.00,1.00,4/10/2019 8:30:38 PM,2019-04-10 20:00:00
Player 20438,Female,36,$,Card Type 101,Promotion 1000,3.00,3.00,4/10/2019 8:32:17 PM,2019-04-10 20:00:00
Player 22399,Male,60,$,Card Type 101,Promotion 1000,3.00,3.00,4/10/2019 8:32:45 PM,2019-04-10 20:00:00
Player 11329,Male,59,$,Card Type 105,Promotion 1000,39.00,39.00,4/10/2019 8:34:29 PM,2019-04-10 20:00:00
Player 20320,Male,65,$,Card Type 105,Promotion 1000,55.00,55.00,4/10/2019 8:42:09 PM,2019-04-10 20:00:00
Player 2441,Male,56,$,Card Type 101,Promotion 1000,5.00,5.00,4/10/2019 8:42:22 PM,2019-04-10 20:00:00
Player 18112,Female,61,$,Card Type 1,Promotion 1000,1.00,1.00,4/10/2019 8:48:36 PM,2019-04-10 20:00:00
Player 21889,Male,44,$,Card Type 104,Promotion 1000,105.00,105.00,4/10/2019 8:49:08 PM,2019-04-10 20:00:00
Player 1217,Male,57,$,Card Type 105,Promotion 1004,10.00,5.00,4/10/2019 8:54:14 PM,2019-04-10 20:00:00
Player 1217,Male,57,$,Card Type 105,Promotion 1004,10.00,5.00,4/10/2019 8:54:15 PM,2019-04-10 20:00:00
Player 1217,Male,57,$,Card Type 105,Promotion 1004,10.00,5.00,4/10/2019 8:54:16 PM,2019-04-10 20:00:00
Player 17640,Male,53,$,Card Type 1,Promotion 1000,1.00,1.00,4/10/2019 9:04:58 PM,2019-04-10 21:00:00
Player 2894,Male,58,$,Card Type 105,Promotion 1000,63.00,63.00,4/10/2019 9:11:41 PM,2019-04-10 21:00:00
Player 4808,Male,48,$,Card Type 103,Promotion 1000,46.00,46.00,4/10/2019 9:13:14 PM,2019-04-10 21:00:00
Player 22270,Female,48,$,Card Type 102,Promotion 1000,7.00,7.00,4/10/2019 9:16:23 PM,2019-04-10 21:00:00
Player 1375,Female,51,$,Card Type 102,Promotion 1000,4.00,4.00,4/10/2019 9:17:01 PM,2019-04-10 21:00:00
Player 1506,Male,62,$,Card Type 1,Promotion 1000,1.00,1.00,4/10/2019 9:17:47 PM,2019-04-10 21:00:00
Player 14621,Male,55,$,Card Type 105,Promotion 1000,100.00,100.00,4/10/2019 9:39:02 PM,2019-04-10 21:00:00
Player 12970,Male,53,$,Card Type 101,Promotion 1000,2.00,2.00,4/10/2019 9:40:32 PM,2019-04-10 21:00:00
Player 14470,Male,55,$,Card Type 105,Promotion 1000,31.00,31.00,4/10/2019 9:41:57 PM,2019-04-10 21:00:00
Player 3050,Male,56,$,Card Type 1,Promotion 1000,1.00,1.00,4/10/2019 9:53:19 PM,2019-04-10 21:00:00
Player 16126,Male,83,$,Card Type 1,Promotion 1000,1.00,1.00,4/10/2019 9:53:53 PM,2019-04-10 21:00:00
Player 3516,Female,59,$,Card Type 102,Promotion 1000,3.00,3.00,4/10/2019 9:56:55 PM,2019-04-10 21:00:00
Player 5970,Female,68,$,Card Type 101,Promotion 1000,1.00,1.00,4/10/2019 9:56:55 PM,2019-04-10 21:00:00
