Player Name,Player Gender,Player Years Old,Table Currency,Player Card Level,Promotion Name,Total Promotion Value,Promotion Cost In Dollars,Promotion Issued Date Exact,Promotion Issued Hour
Player 11018,Male,39,$,Card Type 104,Promotion 1004,10.00,5.00,8/20/2019 7:23:24 PM,2019-08-20 19:00:00
Player 11018,Male,39,$,Card Type 104,Promotion 1004,10.00,5.00,8/20/2019 7:23:40 PM,2019-08-20 19:00:00
Player 15993,Male,53,$,Card Type 104,Promotion 1010,85.00,85.00,8/20/2019 8:16:02 PM,2019-08-20 20:00:00
Player 14470,Male,55,$,Card Type 105,Promotion 1004,25.00,12.50,8/20/2019 10:27:40 PM,2019-08-20 22:00:00
Player 14470,Male,55,$,Card Type 105,Promotion 1004,25.00,12.50,8/20/2019 10:27:53 PM,2019-08-20 22:00:00
Player 14470,Male,55,$,Card Type 105,Promotion 1004,25.00,12.50,8/20/2019 10:28:03 PM,2019-08-20 22:00:00
Player 14470,Male,55,$,Card Type 105,Promotion 1004,25.00,12.50,8/20/2019 10:28:52 PM,2019-08-20 22:00:00
Player 2894,Male,58,$,Card Type 105,Promotion 1004,25.00,12.50,8/20/2019 11:23:25 PM,2019-08-20 23:00:00
Player 2894,Male,58,$,Card Type 105,Promotion 1004,25.00,12.50,8/20/2019 11:23:36 PM,2019-08-20 23:00:00
Player 2894,Male,58,$,Card Type 105,Promotion 1004,25.00,12.50,8/20/2019 11:24:23 PM,2019-08-20 23:00:00
Player 2894,Male,58,$,Card Type 105,Promotion 1004,25.00,12.50,8/20/2019 11:24:36 PM,2019-08-20 23:00:00
Player 11018,Male,39,$,Card Type 104,Promotion 1010,150.00,150.00,8/21/2019 1:18:33 AM,2019-08-21 01:00:00
Player 11018,Male,39,$,Card Type 104,Promotion 1005,60.00,0.00,8/21/2019 2:41:18 AM,2019-08-21 02:00:00
Player 11018,Male,39,$,Card Type 104,Promotion 1005,100.00,0.00,8/21/2019 4:49:37 AM,2019-08-21 04:00:00
Player 11018,Male,39,$,Card Type 104,Promotion 1005,100.00,0.00,8/21/2019 4:49:50 AM,2019-08-21 04:00:00
Player 11018,Male,39,$,Card Type 104,Promotion 1005,100.00,0.00,8/21/2019 4:50:19 AM,2019-08-21 04:00:00
Player 11018,Male,39,$,Card Type 104,Promotion 1005,100.00,0.00,8/21/2019 4:50:35 AM,2019-08-21 04:00:00
Player 11018,Male,39,$,Card Type 104,Promotion 1005,100.00,0.00,8/21/2019 4:52:55 AM,2019-08-21 04:00:00
Player 11084,Male,38,$,Card Type 1,Promotion 1000,2.00,2.00,8/21/2019 9:01:14 AM,2019-08-21 09:00:00
Player 14063,Male,55,$,Card Type 103,Promotion 1000,4.00,4.00,8/21/2019 9:01:41 AM,2019-08-21 09:00:00
Player 18373,Male,39,$,Card Type 1,Promotion 1000,7.00,7.00,8/21/2019 9:02:01 AM,2019-08-21 09:00:00
Player 12786,Male,56,$,Card Type 1,Promotion 1000,2.00,2.00,8/21/2019 9:03:12 AM,2019-08-21 09:00:00
Player 22683,Male,36,$,Card Type 1,Promotion 1000,1.00,1.00,8/21/2019 9:03:26 AM,2019-08-21 09:00:00
Player 17640,Male,53,$,Card Type 1,Promotion 1000,2.00,2.00,8/21/2019 9:03:36 AM,2019-08-21 09:00:00
Player 7683,Male,54,$,Card Type 101,Promotion 1000,13.00,13.00,8/21/2019 9:03:38 AM,2019-08-21 09:00:00
Player 4540,Female,48,$,Card Type 102,Promotion 1000,8.00,8.00,8/21/2019 9:03:57 AM,2019-08-21 09:00:00
Player 5821,Male,54,$,Card Type 101,Promotion 1000,2.00,2.00,8/21/2019 9:04:52 AM,2019-08-21 09:00:00
Player 2218,Male,60,$,Card Type 101,Promotion 1000,2.00,2.00,8/21/2019 9:07:38 AM,2019-08-21 09:00:00
Player 13776,Male,50,$,Card Type 101,Promotion 1000,2.00,2.00,8/21/2019 9:08:30 AM,2019-08-21 09:00:00
Player 4422,Male,42,$,Card Type 102,Promotion 1000,5.00,5.00,8/21/2019 9:12:01 AM,2019-08-21 09:00:00
Player 1805,Male,40,$,Card Type 102,Promotion 1000,5.00,5.00,8/21/2019 9:18:01 AM,2019-08-21 09:00:00
Player 4536,Male,46,$,Card Type 102,Promotion 1000,3.00,3.00,8/21/2019 9:18:31 AM,2019-08-21 09:00:00
Player 12863,Female,59,$,Card Type 105,Promotion 1000,64.00,64.00,8/21/2019 9:22:39 AM,2019-08-21 09:00:00
Player 9301,Female,53,$,Card Type 102,Promotion 1000,3.00,3.00,8/21/2019 9:25:11 AM,2019-08-21 09:00:00
Player 7771,Male,58,$,Card Type 103,Promotion 1000,7.00,7.00,8/21/2019 9:25:46 AM,2019-08-21 09:00:00
Player 22262,Male,34,$,Card Type 1,Promotion 1000,2.00,2.00,8/21/2019 9:33:50 AM,2019-08-21 09:00:00
Player 15892,Male,53,$,Card Type 1,Promotion 1000,5.00,5.00,8/21/2019 9:36:02 AM,2019-08-21 09:00:00
Player 19074,Female,39,$,Card Type 1,Promotion 1000,1.00,1.00,8/21/2019 9:36:56 AM,2019-08-21 09:00:00
Player 3516,Female,59,$,Card Type 102,Promotion 1000,3.00,3.00,8/21/2019 9:37:57 AM,2019-08-21 09:00:00
Player 3780,Male,69,$,Card Type 104,Promotion 1000,13.00,13.00,8/21/2019 9:39:58 AM,2019-08-21 09:00:00
Player 18059,Male,49,$,Card Type 101,Promotion 1000,2.00,2.00,8/21/2019 9:40:51 AM,2019-08-21 09:00:00
Player 2014,Male,57,$,Card Type 101,Promotion 1000,5.00,5.00,8/21/2019 9:42:33 AM,2019-08-21 09:00:00
Player 12848,Male,48,$,Card Type 1,Promotion 1000,2.00,2.00,8/21/2019 9:55:05 AM,2019-08-21 09:00:00
Player 15799,Male,53,$,Card Type 1,Promotion 1000,1.00,1.00,8/21/2019 9:56:14 AM,2019-08-21 09:00:00
Player 1392,Male,76,$,Card Type 101,Promotion 1000,1.00,1.00,8/21/2019 9:57:21 AM,2019-08-21 09:00:00
Player 10581,Male,49,$,Card Type 101,Promotion 1000,4.00,4.00,8/21/2019 9:59:46 AM,2019-08-21 09:00:00
Player 22285,Male,36,$,Card Type 102,Promotion 1000,18.00,18.00,8/21/2019 10:02:03 AM,2019-08-21 10:00:00
Player 2753,Female,37,$,Card Type 103,Promotion 1000,7.00,7.00,8/21/2019 10:15:43 AM,2019-08-21 10:00:00
Player 12596,Male,77,$,Card Type 102,Promotion 1000,3.00,3.00,8/21/2019 10:19:09 AM,2019-08-21 10:00:00
Player 7481,Male,52,$,Card Type 1,Promotion 1000,2.00,2.00,8/21/2019 10:23:59 AM,2019-08-21 10:00:00
Player 5934,Female,52,$,Card Type 105,Promotion 1000,52.00,52.00,8/21/2019 10:24:38 AM,2019-08-21 10:00:00
Player 5519,Male,78,$,Card Type 1,Promotion 1000,4.00,4.00,8/21/2019 10:29:40 AM,2019-08-21 10:00:00
Player 8126,Female,54,$,Card Type 1,Promotion 1000,5.00,5.00,8/21/2019 10:30:35 AM,2019-08-21 10:00:00
Player 3564,Male,77,$,Card Type 102,Promotion 1000,8.00,8.00,8/21/2019 10:30:43 AM,2019-08-21 10:00:00
Player 1159,Male,57,$,Card Type 102,Promotion 1000,7.00,7.00,8/21/2019 10:34:54 AM,2019-08-21 10:00:00
Player 13008,Female,75,$,Card Type 105,Promotion 1000,55.00,55.00,8/21/2019 10:38:14 AM,2019-08-21 10:00:00
Player 13009,Female,74,$,Card Type 1,Promotion 1000,3.00,3.00,8/21/2019 10:38:29 AM,2019-08-21 10:00:00
Player 4857,Male,57,$,Card Type 101,Promotion 1000,5.00,5.00,8/21/2019 10:39:46 AM,2019-08-21 10:00:00
Player 19756,Male,59,$,Card Type 1,Promotion 1000,2.00,2.00,8/21/2019 10:40:55 AM,2019-08-21 10:00:00
Player 2774,Female,60,$,Card Type 101,Promotion 1000,10.00,10.00,8/21/2019 10:41:23 AM,2019-08-21 10:00:00
Player 12970,Male,53,$,Card Type 101,Promotion 1000,3.00,3.00,8/21/2019 10:41:55 AM,2019-08-21 10:00:00
Player 7595,Male,58,$,Card Type 102,Promotion 1000,5.00,5.00,8/21/2019 10:43:13 AM,2019-08-21 10:00:00
Player 6542,Male,65,$,Card Type 102,Promotion 1000,4.00,4.00,8/21/2019 10:45:35 AM,2019-08-21 10:00:00
Player 14339,Male,41,$,Card Type 1,Promotion 1000,1.00,1.00,8/21/2019 10:46:05 AM,2019-08-21 10:00:00
Player 11329,Male,59,$,Card Type 105,Promotion 1000,76.00,76.00,8/21/2019 10:52:04 AM,2019-08-21 10:00:00
Player 15780,Male,29,$,Card Type 103,Promotion 1000,4.00,4.00,8/21/2019 10:55:06 AM,2019-08-21 10:00:00
Player 1368,Female,46,$,Card Type 102,Promotion 1000,5.00,5.00,8/21/2019 11:05:15 AM,2019-08-21 11:00:00
Player 1899,Male,58,$,Card Type 102,Promotion 1000,9.00,9.00,8/21/2019 11:05:56 AM,2019-08-21 11:00:00
Player 6374,Female,46,$,Card Type 101,Promotion 1000,1.00,1.00,8/21/2019 11:06:51 AM,2019-08-21 11:00:00
Player 15062,Male,43,$,Card Type 102,Promotion 1000,4.00,4.00,8/21/2019 11:07:23 AM,2019-08-21 11:00:00
Player 8927,Male,60,$,Card Type 104,Promotion 1000,37.00,37.00,8/21/2019 11:11:41 AM,2019-08-21 11:00:00
Player 8926,Female,57,$,Card Type 105,Promotion 1000,42.00,42.00,8/21/2019 11:12:05 AM,2019-08-21 11:00:00
Player 18765,Female,53,$,Card Type 101,Promotion 1000,4.00,4.00,8/21/2019 11:25:19 AM,2019-08-21 11:00:00
Player 19360,Male,67,$,Card Type 102,Promotion 1000,6.00,6.00,8/21/2019 11:29:31 AM,2019-08-21 11:00:00
Player 12301,Male,46,$,Card Type 1,Promotion 1000,2.00,2.00,8/21/2019 11:33:22 AM,2019-08-21 11:00:00
Player 2247,Male,74,$,Card Type 104,Promotion 1000,22.00,22.00,8/21/2019 11:41:23 AM,2019-08-21 11:00:00
Player 18735,Female,63,$,Card Type 101,Promotion 1000,9.00,9.00,8/21/2019 11:41:44 AM,2019-08-21 11:00:00
Player 16425,Female,58,$,Card Type 101,Promotion 1000,8.00,8.00,8/21/2019 11:42:14 AM,2019-08-21 11:00:00
Player 11357,Female,65,$,Card Type 101,Promotion 1000,9.00,9.00,8/21/2019 11:42:57 AM,2019-08-21 11:00:00
Player 22714,Male,29,$,Card Type 1,Promotion 1000,1.00,1.00,8/21/2019 11:43:09 AM,2019-08-21 11:00:00
Player 16368,Female,83,$,Card Type 1,Promotion 1000,4.00,4.00,8/21/2019 11:43:25 AM,2019-08-21 11:00:00
Player 8416,Female,67,$,Card Type 101,Promotion 1000,11.00,11.00,8/21/2019 11:44:02 AM,2019-08-21 11:00:00
Player 7962,Female,38,$,Card Type 102,Promotion 1000,2.00,2.00,8/21/2019 11:45:25 AM,2019-08-21 11:00:00
Player 22698,Female,35,$,Card Type 1,Promotion 1000,1.00,1.00,8/21/2019 12:00:12 PM,2019-08-21 12:00:00
Player 11143,Female,59,$,Card Type 103,Promotion 1000,21.00,21.00,8/21/2019 12:10:27 PM,2019-08-21 12:00:00
Player 22214,Male,28,$,Card Type 105,Promotion 1000,120.00,120.00,8/21/2019 12:10:48 PM,2019-08-21 12:00:00
Player 1170,Male,70,$,Card Type 103,Promotion 1000,6.00,6.00,8/21/2019 12:19:30 PM,2019-08-21 12:00:00
Player 1996,Male,65,$,Card Type 102,Promotion 1000,2.00,2.00,8/21/2019 12:20:29 PM,2019-08-21 12:00:00
Player 13014,Male,39,$,Card Type 104,Promotion 1000,8.00,8.00,8/21/2019 12:24:38 PM,2019-08-21 12:00:00
Player 21963,Male,35,$,Card Type 104,Promotion 1000,18.00,18.00,8/21/2019 12:48:20 PM,2019-08-21 12:00:00
Player 16278,Male,60,$,Card Type 101,Promotion 1000,1.00,1.00,8/21/2019 12:49:13 PM,2019-08-21 12:00:00
Player 8239,Female,55,$,Card Type 101,Promotion 1000,6.00,6.00,8/21/2019 12:50:35 PM,2019-08-21 12:00:00
Player 8798,Male,72,$,Card Type 102,Promotion 1000,6.00,6.00,8/21/2019 1:03:25 PM,2019-08-21 13:00:00
Player 14987,Male,33,$,Card Type 102,Promotion 1000,20.00,20.00,8/21/2019 1:08:19 PM,2019-08-21 13:00:00
Player 5587,Male,56,$,Card Type 1,Promotion 1000,4.00,4.00,8/21/2019 1:14:47 PM,2019-08-21 13:00:00
Player 12902,Male,74,$,Card Type 101,Promotion 1000,1.00,1.00,8/21/2019 1:16:57 PM,2019-08-21 13:00:00
Player 16541,Female,43,$,Card Type 102,Promotion 1000,4.00,4.00,8/21/2019 1:18:35 PM,2019-08-21 13:00:00
Player 20102,Female,72,$,Card Type 101,Promotion 1000,4.00,4.00,8/21/2019 1:20:33 PM,2019-08-21 13:00:00
Player 21782,Male,63,$,Card Type 1,Promotion 1000,2.00,2.00,8/21/2019 1:26:57 PM,2019-08-21 13:00:00
Player 3782,Male,61,$,Card Type 101,Promotion 1000,2.00,2.00,8/21/2019 1:27:21 PM,2019-08-21 13:00:00
Player 21781,Male,59,$,Card Type 102,Promotion 1000,14.00,14.00,8/21/2019 1:27:26 PM,2019-08-21 13:00:00
Player 12903,Female,78,$,Card Type 101,Promotion 1000,7.00,7.00,8/21/2019 1:28:17 PM,2019-08-21 13:00:00
Player 18276,Male,26,$,Card Type 1,Promotion 1000,3.00,3.00,8/21/2019 1:29:00 PM,2019-08-21 13:00:00
Player 1491,Female,37,$,Card Type 102,Promotion 1000,9.00,9.00,8/21/2019 1:30:51 PM,2019-08-21 13:00:00
Player 6824,Male,50,$,Card Type 103,Promotion 1000,14.00,14.00,8/21/2019 1:40:35 PM,2019-08-21 13:00:00
Player 6564,Female,59,$,Card Type 103,Promotion 1000,10.00,10.00,8/21/2019 1:51:13 PM,2019-08-21 13:00:00
Player 1590,Female,40,$,Card Type 102,Promotion 1000,2.00,2.00,8/21/2019 1:57:42 PM,2019-08-21 13:00:00
Player 4476,Male,54,$,Card Type 103,Promotion 1000,16.00,16.00,8/21/2019 2:07:02 PM,2019-08-21 14:00:00
Player 20296,Male,60,$,Card Type 101,Promotion 1000,13.00,13.00,8/21/2019 2:08:12 PM,2019-08-21 14:00:00
Player 2232,Female,79,$,Card Type 104,Promotion 1000,29.00,29.00,8/21/2019 2:09:15 PM,2019-08-21 14:00:00
Player 2987,Female,59,$,Card Type 101,Promotion 1000,3.00,3.00,8/21/2019 2:10:23 PM,2019-08-21 14:00:00
Player 1486,Female,59,$,Card Type 102,Promotion 1000,2.00,2.00,8/21/2019 2:14:19 PM,2019-08-21 14:00:00
Player 15992,Male,41,$,Card Type 102,Promotion 1000,3.00,3.00,8/21/2019 2:16:56 PM,2019-08-21 14:00:00
