Player Name,Player Gender,Player Years Old,Player Card Level,Item Ordered,Number Ordered,Item Cateogry,Bar Order Hour,Bar Order Date Exact,Order Total Dollars
Player 2753,Female,37,Card Type 103,Cafe con Leche Promo,1,PROMO SIN ALCOHOL,2019-11-06 00:00:00,11/6/2019 12:11:10 AM,0.25
Player 2399,Male,59,Card Type 102,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-11-06 02:00:00,11/6/2019 2:16:44 AM,0.05
Player 3153,Male,55,Card Type 103,Te Manzanilla Promo,1,PROMO SIN ALCOHOL,2019-11-06 19:00:00,11/6/2019 7:37:56 PM,0.02
Player 1170,Male,70,Card Type 103,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-11-07 19:00:00,11/7/2019 7:48:32 PM,0.05
Player 12863,Female,59,Card Type 105,Toña,1,Platos Fuertes,2019-11-08 19:00:00,11/8/2019 7:36:41 PM,3.00
Player 2167,Male,37,Card Type 103,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-11-08 21:00:00,11/8/2019 9:36:53 PM,0.05
Player 1899,Male,58,Card Type 102,Toña,1,Platos Fuertes,2019-11-09 17:00:00,11/9/2019 5:42:21 PM,3.00
Player 5225,Male,59,Card Type 102,Te Frio Ice Tea Promo,1,PROMO SIN ALCOHOL,2019-11-09 21:00:00,11/9/2019 9:01:47 PM,0.02
Player 1170,Male,70,Card Type 103,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-11-09 22:00:00,11/9/2019 10:03:57 PM,0.05
Player 3153,Male,55,Card Type 103,Te Manzanilla Promo,1,PROMO SIN ALCOHOL,2019-11-12 21:00:00,11/12/2019 9:34:54 PM,0.02
Player 3085,Male,70,Card Type 1,Te Frio Ice Tea Promo,1,PROMO SIN ALCOHOL,2019-11-14 14:00:00,11/14/2019 2:46:14 PM,0.02
Player 2399,Male,59,Card Type 102,Cafe Negro Promo,1,PROMO SIN ALCOHOL,2019-11-14 18:00:00,11/14/2019 6:53:01 PM,0.02
Player 22805,Male,Unknown,Card Type 1,Fanta Roja Vaso Promo,1,PROMO SIN ALCOHOL,2019-11-16 19:00:00,11/16/2019 7:17:32 PM,0.02
Player 1170,Male,70,Card Type 103,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-11-16 21:00:00,11/16/2019 9:02:58 PM,0.05
Player 12863,Female,59,Card Type 105,L&M Blue Menthol 14 Pack,3,Tabaco,2019-11-18 16:00:00,11/18/2019 4:09:11 PM,10.50
Player 19479,Male,22,Card Type 1,Te Frio Ice Tea Promo,2,PROMO SIN ALCOHOL,2019-11-18 17:00:00,11/18/2019 5:18:30 PM,0.04
Player 2399,Male,59,Card Type 102,Cafe Negro Promo,1,PROMO SIN ALCOHOL,2019-11-18 23:00:00,11/18/2019 11:18:04 PM,0.02
Player 22766,Male,22,Card Type 1,Te Frio Ice Tea Promo,1,PROMO SIN ALCOHOL,2019-11-19 13:00:00,11/19/2019 1:10:00 PM,0.02
Player 22766,Male,22,Card Type 1,Te Frio Ice Tea Promo,2,PROMO SIN ALCOHOL,2019-11-19 15:00:00,11/19/2019 3:00:42 PM,0.04
Player 2399,Male,59,Card Type 102,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-11-20 02:00:00,11/20/2019 2:27:08 AM,0.05
Player 1170,Male,70,Card Type 103,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-11-20 19:00:00,11/20/2019 7:50:42 PM,0.05
Player 2399,Male,59,Card Type 102,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-11-21 01:00:00,11/21/2019 1:43:55 AM,0.05
Player 2703,Male,43,Card Type 104,Agua Botella,1,Platos Fuertes,2019-11-21 12:00:00,11/21/2019 12:30:35 PM,3.50
Player 2703,Male,43,Card Type 104,Coca Cola,1,Platos Fuertes,2019-11-21 12:00:00,11/21/2019 12:30:35 PM,3.50
Player 1170,Male,70,Card Type 103,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-11-21 19:00:00,11/21/2019 7:03:35 PM,0.05
Player 7962,Female,38,Card Type 102,Coca-Cola Vaso Promo,1,PROMO SIN ALCOHOL,2019-12-28 00:00:00,12/28/2019 12:47:54 AM,0.02
Player 15799,Male,53,Card Type 1,Cafe Negro Promo,1,PROMO SIN ALCOHOL,2019-12-28 09:00:00,12/28/2019 9:59:59 AM,0.02
Player 19711,Male,46,Card Type 105,Marlboro Gold 1/2,10,Tabaco,2019-12-28 18:00:00,12/28/2019 6:34:12 PM,40.00
Player 22719,Female,27,Card Type 1,Cerveza Sifon Preparada Promo,1,PROMO CON ALCOHOL,2019-12-29 02:00:00,12/29/2019 2:02:28 AM,0.10
Player 21783,Female,62,Card Type 102,Fanta Naranja Vaso Promo,1,PROMO SIN ALCOHOL,2019-12-29 20:00:00,12/29/2019 8:51:40 PM,0.02
Player 22719,Female,27,Card Type 1,Cerveza Sifon Preparada Promo,1,PROMO CON ALCOHOL,2019-10-27 01:00:00,10/27/2019 1:07:14 AM,0.10
Player 21783,Female,62,Card Type 102,Jugo de Naranja Premium,1,Platos Fuertes,2019-10-29 14:00:00,10/29/2019 2:44:45 PM,0.40
Player 21783,Female,62,Card Type 102,Fanta Roja Vaso Promo,1,PROMO SIN ALCOHOL,2019-10-29 16:00:00,10/29/2019 4:43:02 PM,0.02
Player 7962,Female,38,Card Type 102,Cafe Negro Promo,1,PROMO SIN ALCOHOL,2019-10-31 03:00:00,10/31/2019 3:48:53 AM,0.02
Player 21783,Female,62,Card Type 102,Leche,1,Platos Fuertes,2019-11-02 03:00:00,11/2/2019 3:44:46 AM,0.50
Player 20243,Male,25,Card Type 105,Toña,1,Platos Fuertes,2019-11-02 20:00:00,11/2/2019 8:43:04 PM,3.00
Player 20243,Male,25,Card Type 105,Marlboro Rojo 1/2,2,Tabaco,2019-11-02 20:00:00,11/2/2019 8:45:26 PM,8.00
Player 23019,Male,61,Card Type 101,Belmont Rojo 1/2,1,Tabaco,2019-11-03 17:00:00,11/3/2019 5:36:59 PM,4.50
Player 2764,Male,45,Card Type 1,Cafe Negro con Azucar Promo,1,PROMO SIN ALCOHOL,2019-11-03 19:00:00,11/3/2019 7:12:58 PM,0.02
Player 22233,Male,29,Card Type 1,Cerveza Sifon Sin Hieo Promo,2,PROMO CON ALCOHOL,2019-11-05 18:00:00,11/5/2019 6:40:36 PM,0.10
Player 1159,Male,57,Card Type 102,Victoria Frost,1,Platos Fuertes,2019-11-07 14:00:00,11/7/2019 2:32:26 PM,2.50
Player 1159,Male,57,Card Type 102,Victoria Frost,1,Platos Fuertes,2019-11-07 15:00:00,11/7/2019 3:28:25 PM,2.50
Player 19711,Male,46,Card Type 105,Toña,1,Platos Fuertes,2019-11-07 18:00:00,11/7/2019 6:51:08 PM,3.00
Player 22266,Male,30,Card Type 1,Belmont Light 1/2,1,Tabaco,2019-11-07 21:00:00,11/7/2019 9:18:57 PM,4.50
Player 15799,Male,53,Card Type 1,Cafe Negro Promo,1,PROMO SIN ALCOHOL,2019-11-08 13:00:00,11/8/2019 1:18:01 PM,0.02
Player 19711,Male,46,Card Type 105,Agua Botella,1,Platos Fuertes,2019-11-09 00:00:00,11/9/2019 12:51:43 AM,1.50
Player 21783,Female,62,Card Type 102,Te Frio Ice Tea Promo,1,PROMO SIN ALCOHOL,2019-11-09 13:00:00,11/9/2019 1:31:47 PM,0.02
Player 20243,Male,25,Card Type 105,Toña,1,Platos Fuertes,2019-11-09 18:00:00,11/9/2019 6:31:39 PM,3.00
Player 1509,Female,59,Card Type 1,Tostones con Queso,1,Platos Fuertes,2019-11-09 19:00:00,11/9/2019 7:48:35 PM,4.50
Player 7962,Female,38,Card Type 102,Coca-Cola Vaso Promo,1,PROMO SIN ALCOHOL,2019-11-09 23:00:00,11/9/2019 11:08:34 PM,0.02
Player 7962,Female,38,Card Type 102,Coca-Cola Vaso Promo,1,PROMO SIN ALCOHOL,2019-11-10 00:00:00,11/10/2019 12:09:39 AM,0.02
Player 19711,Male,46,Card Type 105,Red Bull,1,Platos Fuertes,2019-11-10 15:00:00,11/10/2019 3:49:39 PM,8.00
Player 20243,Male,25,Card Type 105,Marlboro Rojo 1/2,1,Tabaco,2019-11-12 20:00:00,11/12/2019 8:26:38 PM,4.00
Player 7543,Male,58,Card Type 101,Soda Vaso Promo,1,PROMO SIN ALCOHOL,2019-11-13 12:00:00,11/13/2019 12:48:38 PM,0.02
Player 17640,Male,53,Card Type 1,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-11-13 14:00:00,11/13/2019 2:32:04 PM,0.05
Player 10216,Male,46,Card Type 103,Coca Cola,1,Platos Fuertes,2019-11-14 22:00:00,11/14/2019 10:15:27 PM,2.00
Player 21783,Female,62,Card Type 102,Te Frio Ice Tea Promo,1,PROMO SIN ALCOHOL,2019-11-15 22:00:00,11/15/2019 10:59:48 PM,0.02
Player 22719,Female,27,Card Type 1,Cerveza Sifon Preparada Promo,1,PROMO CON ALCOHOL,2019-11-16 00:00:00,11/16/2019 12:57:30 AM,0.10
Player 21783,Female,62,Card Type 102,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-11-16 01:00:00,11/16/2019 1:17:15 AM,0.05
Player 22820,Male,52,Card Type 101,Te Manzanilla Promo,1,PROMO SIN ALCOHOL,2019-11-16 10:00:00,11/16/2019 10:19:34 AM,0.02
Player 19711,Male,46,Card Type 105,Agua Botella,1,Platos Fuertes,2019-11-16 12:00:00,11/16/2019 12:05:07 PM,16.00
Player 19711,Male,46,Card Type 105,Churrasco Tipico,1,Platos Fuertes,2019-11-16 12:00:00,11/16/2019 12:05:07 PM,16.00
Player 20243,Male,25,Card Type 105,Toña,1,Platos Fuertes,2019-11-16 16:00:00,11/16/2019 4:08:26 PM,3.00
Player 10216,Male,46,Card Type 103,Agua Botella,1,Platos Fuertes,2019-11-17 00:00:00,11/17/2019 12:09:23 AM,1.50
Player 6542,Male,65,Card Type 102,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-09-30 17:00:00,9/30/2019 5:33:57 PM,0.05
Player 6542,Male,65,Card Type 102,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-10-02 18:00:00,10/2/2019 6:20:21 PM,0.05
Player 19360,Male,67,Card Type 102,Cafe Negro con Cremora Promo,1,PROMO SIN ALCOHOL,2019-10-02 19:00:00,10/2/2019 7:23:57 PM,0.02
Player 13575,Male,55,Card Type 1,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-10-02 19:00:00,10/2/2019 7:50:05 PM,0.05
Player 6542,Male,65,Card Type 102,Victoria,1,Platos Fuertes,2019-10-04 13:00:00,10/4/2019 1:44:22 PM,3.00
Player 13776,Male,50,Card Type 101,Coca-Cola Vaso Promo,1,PROMO SIN ALCOHOL,2019-10-05 19:00:00,10/5/2019 7:53:27 PM,0.02
Player 1375,Female,51,Card Type 102,Coca-Cola Vaso Promo,1,PROMO SIN ALCOHOL,2019-10-05 21:00:00,10/5/2019 9:19:32 PM,0.02
Player 1375,Female,51,Card Type 102,Coca-Cola Vaso Promo,1,PROMO SIN ALCOHOL,2019-10-05 21:00:00,10/5/2019 9:47:00 PM,0.02
Player 6542,Male,65,Card Type 102,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-10-06 00:00:00,10/6/2019 12:57:53 AM,0.05
Player 13776,Male,50,Card Type 101,Te Frio Ice Tea Promo,1,PROMO SIN ALCOHOL,2019-10-08 13:00:00,10/8/2019 1:05:22 PM,0.02
Player 1375,Female,51,Card Type 102,Extra Queso,1,Platos Fuertes,2019-10-09 01:00:00,10/9/2019 1:14:47 AM,1.50
Player 5355,Female,66,Card Type 102,Fruit Punch Promo,2,PROMO SIN ALCOHOL,2019-10-09 12:00:00,10/9/2019 12:02:28 PM,0.04
Player 21985,Male,35,Card Type 1,Jugo de Naranja Promo,1,PROMO SIN ALCOHOL,2019-10-09 16:00:00,10/9/2019 4:23:14 PM,0.02
Player 16502,Male,55,Card Type 105,Toña,1,Platos Fuertes,2019-10-09 20:00:00,10/9/2019 8:46:59 PM,3.00
Player 13575,Male,55,Card Type 1,Cafe Negro con Cremora Promo,1,PROMO SIN ALCOHOL,2019-10-10 11:00:00,10/10/2019 11:56:01 AM,0.02
Player 6542,Male,65,Card Type 102,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-10-10 13:00:00,10/10/2019 1:08:07 PM,0.05
Player 13776,Male,50,Card Type 101,Te Frio Ice Tea Promo,1,PROMO SIN ALCOHOL,2019-10-10 15:00:00,10/10/2019 3:30:05 PM,0.02
Player 6809,Female,34,Card Type 101,Te Menta Promo,1,PROMO SIN ALCOHOL,2019-10-10 19:00:00,10/10/2019 7:01:59 PM,0.02
Player 6542,Male,65,Card Type 102,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-10-11 15:00:00,10/11/2019 3:01:15 PM,0.05
Player 6542,Male,65,Card Type 102,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-10-11 20:00:00,10/11/2019 8:12:41 PM,0.15
Player 6542,Male,65,Card Type 102,Cerveza Sifon Preparada Promo,1,PROMO CON ALCOHOL,2019-10-11 20:00:00,10/11/2019 8:12:41 PM,0.15
Player 1375,Female,51,Card Type 102,Coca-Cola Vaso Promo,1,PROMO SIN ALCOHOL,2019-10-11 21:00:00,10/11/2019 9:26:09 PM,0.02
Player 13575,Male,55,Card Type 1,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-10-12 16:00:00,10/12/2019 4:17:43 PM,0.05
Player 13776,Male,50,Card Type 101,Coca-Cola Vaso Promo,1,PROMO SIN ALCOHOL,2019-10-12 23:00:00,10/12/2019 11:26:18 PM,0.02
Player 17623,Male,33,Card Type 105,Toña,1,Platos Fuertes,2019-10-13 14:00:00,10/13/2019 2:43:06 PM,3.00
Player 6542,Male,65,Card Type 102,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-10-13 17:00:00,10/13/2019 5:54:31 PM,0.05
Player 13575,Male,55,Card Type 1,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-10-13 19:00:00,10/13/2019 7:50:18 PM,0.05
Player 6542,Male,65,Card Type 102,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-10-14 16:00:00,10/14/2019 4:16:58 PM,0.05
Player 12222,Female,47,Card Type 1,Coca-Cola Vaso Promo,1,PROMO SIN ALCOHOL,2019-07-20 23:00:00,7/20/2019 11:13:54 PM,0.02
Player 16433,Male,71,Card Type 1,Cafe Negro Promo,1,PROMO SIN ALCOHOL,2019-07-21 00:00:00,7/21/2019 12:32:11 AM,0.02
Player 5355,Female,66,Card Type 102,Belmont Light 1/2,1,Tabaco,2019-07-23 11:00:00,7/23/2019 11:53:18 AM,4.50
Player 17787,Male,60,Card Type 1,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-07-24 13:00:00,7/24/2019 1:09:47 PM,0.05
Player 22703,Male,47,Card Type 1,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-07-24 14:00:00,7/24/2019 2:00:27 PM,0.05
Player 19360,Male,67,Card Type 102,Te Frio Ice Tea Promo,1,PROMO SIN ALCOHOL,2019-07-24 16:00:00,7/24/2019 4:30:20 PM,0.02
Player 21985,Male,35,Card Type 1,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-07-24 17:00:00,7/24/2019 5:45:04 PM,0.05
Player 20495,Female,44,Card Type 105,Toña,1,Platos Fuertes,2019-07-25 19:00:00,7/25/2019 7:13:57 PM,3.00
Player 1375,Female,51,Card Type 102,Cafe Negro Promo,1,PROMO SIN ALCOHOL,2019-07-25 20:00:00,7/25/2019 8:08:38 PM,0.02
Player 3564,Male,77,Card Type 102,Cafe Negro con Cremora Promo,1,PROMO SIN ALCOHOL,2019-08-27 17:00:00,8/27/2019 5:00:46 PM,0.02
Player 9951,Female,62,Card Type 102,Sprite Vaso Promo,1,PROMO SIN ALCOHOL,2019-08-28 16:00:00,8/28/2019 4:50:29 PM,0.02
Player 1996,Male,65,Card Type 102,Cafe Negro con Azucar Promo,1,PROMO SIN ALCOHOL,2019-08-29 14:00:00,8/29/2019 2:28:32 PM,0.02
Player 3564,Male,77,Card Type 102,Cafe Negro con Cremora Promo,1,PROMO SIN ALCOHOL,2019-08-30 18:00:00,8/30/2019 6:47:18 PM,0.02
Player 10888,Male,39,Card Type 104,Cafe con Leche y Azucar Promo,1,PROMO SIN ALCOHOL,2019-08-30 19:00:00,8/30/2019 7:16:48 PM,0.25
Player 1996,Male,65,Card Type 102,Sprite Vaso Promo,1,PROMO SIN ALCOHOL,2019-08-31 12:00:00,8/31/2019 12:53:12 PM,0.02
Player 9951,Female,62,Card Type 102,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-08-31 19:00:00,8/31/2019 7:10:33 PM,0.05
Player 10888,Male,39,Card Type 104,Agua Botella,1,Platos Fuertes,2019-08-31 19:00:00,8/31/2019 7:40:21 PM,1.50
Player 8798,Male,72,Card Type 102,PROMO Vodka de la Casa,1,PROMO CON ALCOHOL,2019-09-01 11:00:00,9/1/2019 11:42:27 AM,0.75
Player 15850,Female,34,Card Type 101,Fanta Roja Vaso Promo,1,PROMO SIN ALCOHOL,2019-09-03 19:00:00,9/3/2019 7:34:10 PM,0.02
Player 16517,Male,49,Card Type 105,Agua Botella,1,Platos Fuertes,2019-12-17 21:00:00,12/17/2019 9:06:41 PM,1.50
Player 1996,Male,65,Card Type 102,Cafe Negro Promo,1,PROMO SIN ALCOHOL,2019-12-19 16:00:00,12/19/2019 4:26:19 PM,0.02
Player 1996,Male,65,Card Type 102,Cafe Negro Promo,1,PROMO SIN ALCOHOL,2019-12-20 12:00:00,12/20/2019 12:13:07 PM,0.02
Player 14796,Male,43,Card Type 102,Marlboro Rojo 1/2,2,Tabaco,2019-12-20 21:00:00,12/20/2019 9:48:11 PM,12.00
Player 14796,Male,43,Card Type 102,Coca Cola,2,Platos Fuertes,2019-12-20 21:00:00,12/20/2019 9:48:11 PM,12.00
Player 22033,Male,38,Card Type 1,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-12-24 06:00:00,12/24/2019 6:26:07 AM,0.05
Player 21815,Male,28,Card Type 105,Blody Mary Coctel,1,Platos Fuertes,2019-12-24 15:00:00,12/24/2019 3:48:05 PM,3.00
Player 22920,Male,36,Card Type 1,Cerveza Sifon Preparada Promo,1,PROMO CON ALCOHOL,2019-12-24 15:00:00,12/24/2019 3:54:00 PM,0.10
Player 8798,Male,72,Card Type 102,Te Manzanilla Promo,1,PROMO SIN ALCOHOL,2019-12-24 18:00:00,12/24/2019 6:07:17 PM,0.02
Player 9951,Female,62,Card Type 102,Jugo de Naranja Premium,1,Platos Fuertes,2019-12-25 12:00:00,12/25/2019 12:56:52 PM,0.40
Player 15850,Female,34,Card Type 101,Fanta Roja Vaso Promo,1,PROMO SIN ALCOHOL,2019-12-25 13:00:00,12/25/2019 1:17:00 PM,0.02
Player 1492,Male,38,Card Type 103,Marlboro Gold 1/2,1,Tabaco,2019-12-25 19:00:00,12/25/2019 7:24:23 PM,4.00
Player 1996,Male,65,Card Type 102,Cafe Negro Promo,1,PROMO SIN ALCOHOL,2019-12-28 20:00:00,12/28/2019 8:19:36 PM,0.02
Player 1996,Male,65,Card Type 102,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-12-29 11:00:00,12/29/2019 11:27:20 AM,0.05
Player 22033,Male,38,Card Type 1,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-12-29 12:00:00,12/29/2019 12:21:30 PM,0.05
Player 15850,Female,34,Card Type 101,Cafe Negro con Azucar Promo,1,PROMO SIN ALCOHOL,2019-12-29 20:00:00,12/29/2019 8:03:59 PM,0.02
Player 3564,Male,77,Card Type 102,Cafe Negro con Cremora Promo,1,PROMO SIN ALCOHOL,2019-12-30 17:00:00,12/30/2019 5:24:23 PM,0.02
Player 3564,Male,77,Card Type 102,Cafe Negro con Cremora Promo,1,PROMO SIN ALCOHOL,2019-10-03 14:00:00,10/3/2019 2:50:00 PM,0.02
Player 20093,Male,Unknown,Card Type 1,Coca Cola,1,Platos Fuertes,2019-10-03 17:00:00,10/3/2019 5:25:12 PM,5.00
Player 20093,Male,Unknown,Card Type 1,Victoria,1,Platos Fuertes,2019-10-03 17:00:00,10/3/2019 5:25:12 PM,5.00
Player 22920,Male,36,Card Type 1,Fanta Naranja Vaso Promo,1,PROMO SIN ALCOHOL,2019-10-04 19:00:00,10/4/2019 7:02:50 PM,0.02
Player 9951,Female,62,Card Type 102,Fanta Roja Vaso Promo,1,PROMO SIN ALCOHOL,2019-10-04 22:00:00,10/4/2019 10:46:17 PM,0.02
Player 1877,Female,56,Card Type 1,Te Frio Ice Tea Promo,1,PROMO SIN ALCOHOL,2019-10-07 19:00:00,10/7/2019 7:19:47 PM,0.02
Player 10888,Male,39,Card Type 104,Toña,1,Platos Fuertes,2019-10-10 18:00:00,10/10/2019 6:33:55 PM,2.50
Player 19311,Male,22,Card Type 1,Te Frio Ice Tea Promo,1,PROMO SIN ALCOHOL,2019-10-11 01:00:00,10/11/2019 1:14:00 AM,0.02
Player 16517,Male,49,Card Type 105,Agua Botella,1,Platos Fuertes,2019-10-12 14:00:00,10/12/2019 2:20:07 PM,6.00
Player 16517,Male,49,Card Type 105,Belmont Light 1/2,1,Tabaco,2019-10-12 14:00:00,10/12/2019 2:20:07 PM,6.00
Player 3564,Male,77,Card Type 102,Cafe Negro con Cremora Promo,1,PROMO SIN ALCOHOL,2019-10-12 17:00:00,10/12/2019 5:30:19 PM,0.02
Player 4543,Male,59,Card Type 104,Agua Botella,1,Platos Fuertes,2019-10-26 18:00:00,10/26/2019 6:48:47 PM,1.50
Player 15858,Female,50,Card Type 102,Te Frio Ice Tea Promo,1,PROMO SIN ALCOHOL,2019-10-27 01:00:00,10/27/2019 1:34:42 AM,0.02
Player 15858,Female,50,Card Type 102,Te Frio Ice Tea Promo,2,PROMO SIN ALCOHOL,2019-10-28 20:00:00,10/28/2019 8:07:42 PM,0.04
Player 3224,Female,51,Card Type 101,Fanta Naranja Vaso Promo,1,PROMO SIN ALCOHOL,2019-10-31 11:00:00,10/31/2019 11:25:33 AM,0.02
Player 6564,Female,59,Card Type 103,Marlboro Gold 1/2,2,Tabaco,2019-11-02 13:00:00,11/2/2019 1:09:15 PM,8.00
Player 15141,Male,51,Card Type 1,Cerveza Sifon Preparada Promo,1,PROMO CON ALCOHOL,2019-11-02 21:00:00,11/2/2019 9:05:10 PM,0.10
Player 15141,Male,51,Card Type 1,Cerveza Sifon Preparada Promo,1,PROMO CON ALCOHOL,2019-11-02 21:00:00,11/2/2019 9:47:16 PM,0.10
Player 2473,Female,52,Card Type 101,Con Ensalada,1,Platos Fuertes,2019-11-03 10:00:00,11/3/2019 10:36:26 AM,8.70
Player 2473,Female,52,Card Type 101,Con Arroz,1,Platos Fuertes,2019-11-03 10:00:00,11/3/2019 10:36:26 AM,8.70
Player 2473,Female,52,Card Type 101,Filete de Cerdo,1,Platos Fuertes,2019-11-03 10:00:00,11/3/2019 10:36:26 AM,8.70
Player 6564,Female,59,Card Type 103,Marlboro Gold 1/2,1,Tabaco,2019-11-03 18:00:00,11/3/2019 6:49:06 PM,4.00
Player 15858,Female,50,Card Type 102,Cafe con Leche y Azucar Promo,1,PROMO SIN ALCOHOL,2019-11-04 00:00:00,11/4/2019 12:03:58 AM,0.25
Player 11329,Male,59,Card Type 105,Con Arroz,1,Platos Fuertes,2019-11-04 13:00:00,11/4/2019 1:11:59 PM,8.40
Player 11329,Male,59,Card Type 105,Con Tajadas,1,Platos Fuertes,2019-11-04 13:00:00,11/4/2019 1:11:59 PM,8.40
Player 11329,Male,59,Card Type 105,Filete de Cerdo,1,Platos Fuertes,2019-11-04 13:00:00,11/4/2019 1:11:59 PM,8.40
Player 6564,Female,59,Card Type 103,Belmont Light 1/2,1,Tabaco,2019-11-04 22:00:00,11/4/2019 10:56:27 PM,4.50
Player 13669,Male,61,Card Type 102,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-11-06 01:00:00,11/6/2019 1:06:47 AM,0.05
Player 15141,Male,51,Card Type 1,Cerveza Sifon Preparada Promo,1,PROMO CON ALCOHOL,2019-11-06 21:00:00,11/6/2019 9:42:45 PM,0.10
Player 15858,Female,50,Card Type 102,Te Frio Ice Tea Promo,2,PROMO SIN ALCOHOL,2019-11-06 23:00:00,11/6/2019 11:17:25 PM,0.04
Player 13669,Male,61,Card Type 102,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-11-08 02:00:00,11/8/2019 2:57:29 AM,0.05
Player 5930,Male,51,Card Type 101,Buffalo Wings,1,Platos Fuertes,2019-11-09 17:00:00,11/9/2019 5:13:17 PM,8.50
Player 17028,Male,39,Card Type 103,Marlboro Gold 1/2,2,Tabaco,2019-11-09 19:00:00,11/9/2019 7:46:36 PM,8.00
Player 6564,Female,59,Card Type 103,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-11-09 20:00:00,11/9/2019 8:52:18 PM,0.05
