Player Name,Player Gender,Player Years Old,Player Card Level,Item Ordered,Number Ordered,Item Cateogry,Bar Order Hour,Bar Order Date Exact,Order Total Dollars
Player 7543,Male,58,Card Type 101,Soda Vaso Promo,1,PROMO SIN ALCOHOL,2019-07-22 18:00:00,7/22/2019 6:07:54 PM,0.02
Player 7543,Male,58,Card Type 101,Soda Vaso Promo,1,PROMO SIN ALCOHOL,2019-07-22 19:00:00,7/22/2019 7:49:42 PM,0.02
Player 19711,Male,46,Card Type 105,Agua Botella,1,Platos Fuertes,2019-07-23 21:00:00,7/23/2019 9:21:07 PM,1.50
Player 22683,Male,36,Card Type 1,Te Frio Ice Tea Promo,1,PROMO SIN ALCOHOL,2019-07-24 07:00:00,7/24/2019 7:48:56 AM,0.02
Player 7962,Female,38,Card Type 102,Fanta Naranja Vaso Promo,1,PROMO SIN ALCOHOL,2019-07-24 22:00:00,7/24/2019 10:51:49 PM,0.02
Player 21783,Female,62,Card Type 102,Copa de Helado FreChoVan,1,Platos Fuertes,2019-07-25 14:00:00,7/25/2019 2:28:55 PM,2.50
Player 19711,Male,46,Card Type 105,Agua Botella,1,Platos Fuertes,2019-07-07 12:00:00,7/7/2019 12:48:49 PM,1.50
Player 10216,Male,46,Card Type 103,Agua Botella,1,Platos Fuertes,2019-07-08 20:00:00,7/8/2019 8:18:06 PM,1.50
Player 15799,Male,53,Card Type 1,Jugo de Naranja Promo,1,PROMO SIN ALCOHOL,2019-07-09 14:00:00,7/9/2019 2:27:02 PM,0.02
Player 15799,Male,53,Card Type 1,Sprite Vaso Promo,1,PROMO SIN ALCOHOL,2019-07-10 10:00:00,7/10/2019 10:21:11 AM,0.02
Player 2281,Male,67,Card Type 1,Cafe con Leche Promo,1,PROMO SIN ALCOHOL,2019-07-10 11:00:00,7/10/2019 11:57:27 AM,0.25
Player 15799,Male,53,Card Type 1,Cafe Negro Promo,1,PROMO SIN ALCOHOL,2019-07-10 16:00:00,7/10/2019 4:39:51 PM,0.02
Player 7962,Female,38,Card Type 102,Fanta Roja Vaso Promo,1,PROMO SIN ALCOHOL,2019-07-10 18:00:00,7/10/2019 6:06:30 PM,0.02
Player 22266,Male,30,Card Type 1,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-07-11 00:00:00,7/11/2019 12:58:57 AM,0.05
Player 7962,Female,38,Card Type 102,Coca-Cola Vaso Promo,1,PROMO SIN ALCOHOL,2019-07-11 19:00:00,7/11/2019 7:31:51 PM,0.02
Player 20243,Male,25,Card Type 105,Toña,1,Platos Fuertes,2019-07-12 23:00:00,7/12/2019 11:38:24 PM,3.00
Player 20243,Male,25,Card Type 105,Toña,1,Platos Fuertes,2019-07-13 16:00:00,7/13/2019 4:12:34 PM,3.00
Player 9166,Female,48,Card Type 102,Limonada,1,Platos Fuertes,2019-07-13 21:00:00,7/13/2019 9:58:07 PM,3.00
Player 12056,Male,48,Card Type 101,Whisky Chivas Regal 12,1,Platos Fuertes,2019-07-13 23:00:00,7/13/2019 11:29:08 PM,12.00
Player 12056,Male,48,Card Type 101,Toña,1,Platos Fuertes,2019-07-13 23:00:00,7/13/2019 11:29:08 PM,12.00
Player 12056,Male,48,Card Type 101,Toña,2,Platos Fuertes,2019-07-14 04:00:00,7/14/2019 4:05:33 AM,6.00
Player 12056,Male,48,Card Type 101,Whisky Chivas Regal 12,1,Platos Fuertes,2019-07-14 04:00:00,7/14/2019 4:30:32 AM,12.00
Player 12056,Male,48,Card Type 101,Toña,1,Platos Fuertes,2019-07-14 04:00:00,7/14/2019 4:30:32 AM,12.00
Player 12056,Male,48,Card Type 101,Toña,2,Platos Fuertes,2019-07-14 04:00:00,7/14/2019 4:55:38 AM,6.00
Player 21783,Female,62,Card Type 102,Te Frio Ice Tea Promo,1,PROMO SIN ALCOHOL,2019-07-14 13:00:00,7/14/2019 1:37:10 PM,0.02
Player 8880,Male,64,Card Type 1,Cafe Negro con Azucar Promo,1,PROMO SIN ALCOHOL,2019-07-15 15:00:00,7/15/2019 3:21:55 PM,0.02
Player 17640,Male,53,Card Type 1,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-07-15 18:00:00,7/15/2019 6:49:42 PM,0.05
Player 22266,Male,30,Card Type 1,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-07-15 22:00:00,7/15/2019 10:49:34 PM,0.05
Player 22266,Male,30,Card Type 1,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-07-16 00:00:00,7/16/2019 12:40:35 AM,0.05
Player 8880,Male,64,Card Type 1,Sprite Vaso Promo,1,PROMO SIN ALCOHOL,2019-07-16 15:00:00,7/16/2019 3:02:49 PM,0.02
Player 14345,Male,72,Card Type 1,Te Frio Ice Tea Promo,1,PROMO SIN ALCOHOL,2019-07-16 17:00:00,7/16/2019 5:53:32 PM,0.02
Player 21783,Female,62,Card Type 102,Fanta Roja Vaso Promo,2,PROMO SIN ALCOHOL,2019-07-17 01:00:00,7/17/2019 1:58:45 AM,0.04
Player 14345,Male,72,Card Type 1,Te Frio Ice Tea Promo,1,PROMO SIN ALCOHOL,2019-07-17 20:00:00,7/17/2019 8:12:29 PM,0.02
Player 17640,Male,53,Card Type 1,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-07-18 02:00:00,7/18/2019 2:04:04 AM,0.05
Player 22266,Male,30,Card Type 1,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-07-18 03:00:00,7/18/2019 3:04:07 AM,0.05
Player 15799,Male,53,Card Type 1,Cafe Negro con Azucar Promo,1,PROMO SIN ALCOHOL,2019-07-18 09:00:00,7/18/2019 9:41:54 AM,0.02
Player 15799,Male,53,Card Type 1,Cafe con Leche y Azucar Promo,1,PROMO SIN ALCOHOL,2019-07-18 12:00:00,7/18/2019 12:51:44 PM,0.25
Player 1660,Male,59,Card Type 102,Te Frio Ice Tea Promo,1,PROMO SIN ALCOHOL,2019-07-19 18:00:00,7/19/2019 6:37:12 PM,0.02
Player 22285,Male,36,Card Type 102,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-06-19 02:00:00,6/19/2019 2:00:41 AM,0.05
Player 13394,Male,56,Card Type 102,Jugo de Naranja Promo,1,PROMO SIN ALCOHOL,2019-06-19 20:00:00,6/19/2019 8:12:48 PM,0.02
Player 22285,Male,36,Card Type 102,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-06-20 04:00:00,6/20/2019 4:20:07 AM,0.05
Player 22399,Male,60,Card Type 101,Cafe con Leche Promo,1,PROMO SIN ALCOHOL,2019-06-20 19:00:00,6/20/2019 7:55:57 PM,0.02
Player 22399,Male,60,Card Type 101,Agua Botella,1,Platos Fuertes,2019-06-21 00:00:00,6/21/2019 12:26:02 AM,1.50
Player 19142,Male,60,Card Type 102,Fanta Roja Vaso Promo,1,PROMO SIN ALCOHOL,2019-06-23 05:00:00,6/23/2019 5:04:00 AM,0.02
Player 2247,Male,74,Card Type 104,Te Frio Ice Tea Promo,1,PROMO SIN ALCOHOL,2019-06-23 15:00:00,6/23/2019 3:20:20 PM,0.02
Player 21781,Male,59,Card Type 102,Cafe Negro con Azucar Promo,1,PROMO SIN ALCOHOL,2019-06-23 16:00:00,6/23/2019 4:19:17 PM,0.02
Player 22285,Male,36,Card Type 102,Arroz Aguado Pollo,1,Platos Fuertes,2019-06-23 22:00:00,6/23/2019 10:37:52 PM,6.00
Player 13394,Male,56,Card Type 102,Jugo de Naranja Promo,1,PROMO SIN ALCOHOL,2019-06-29 17:00:00,6/29/2019 5:46:35 PM,0.02
Player 22285,Male,36,Card Type 102,Coca-Cola Vaso Promo,1,PROMO SIN ALCOHOL,2019-06-30 03:00:00,6/30/2019 3:08:10 AM,0.02
Player 22586,Male,25,Card Type 1,Cafe con Leche Promo,2,PROMO SIN ALCOHOL,2019-06-30 23:00:00,6/30/2019 11:20:17 PM,0.50
Player 19142,Male,60,Card Type 102,Te Frio Ice Tea Promo,1,PROMO SIN ALCOHOL,2019-06-30 23:00:00,6/30/2019 11:54:03 PM,0.02
Player 22285,Male,36,Card Type 102,Pasta Casserole,1,Platos Fuertes,2019-07-02 20:00:00,7/2/2019 8:04:12 PM,5.00
Player 19142,Male,60,Card Type 102,Fanta Roja Vaso Promo,1,PROMO SIN ALCOHOL,2019-07-03 20:00:00,7/3/2019 8:09:37 PM,0.02
Player 2247,Male,74,Card Type 104,FDC 4y5 Años,1,Platos Fuertes,2019-07-04 18:00:00,7/4/2019 6:28:03 PM,2.00
Player 6373,Female,65,Card Type 1,Toña,1,Platos Fuertes,2019-04-27 17:00:00,4/27/2019 5:22:18 PM,3.00
Player 19142,Male,60,Card Type 102,Toña,1,Platos Fuertes,2019-04-28 10:00:00,4/28/2019 10:29:05 AM,3.00
Player 2247,Male,74,Card Type 104,Whisky JW Rojo,1,Platos Fuertes,2019-04-28 15:00:00,4/28/2019 3:50:52 PM,5.00
Player 19142,Male,60,Card Type 102,Te Frio Ice Tea Promo,1,PROMO SIN ALCOHOL,2019-04-30 00:00:00,4/30/2019 12:49:58 AM,0.02
Player 22285,Male,36,Card Type 102,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-05-02 00:00:00,5/2/2019 12:06:15 AM,0.05
Player 21714,Male,45,Card Type 105,Extra Salsa Varias,1,Platos Fuertes,2019-05-02 15:00:00,5/2/2019 3:09:10 PM,1.00
Player 19142,Male,60,Card Type 102,Cafe Negro con Azucar Promo,1,PROMO SIN ALCOHOL,2019-05-02 20:00:00,5/2/2019 8:32:47 PM,0.02
Player 19142,Male,60,Card Type 102,Coca-Cola Vaso Promo,1,PROMO SIN ALCOHOL,2019-05-03 02:00:00,5/3/2019 2:52:19 AM,0.02
Player 6373,Female,65,Card Type 1,Toña,1,Platos Fuertes,2019-05-03 17:00:00,5/3/2019 5:38:00 PM,3.00
Player 13394,Male,56,Card Type 102,Fruit Punch Promo,1,PROMO SIN ALCOHOL,2019-05-03 20:00:00,5/3/2019 8:36:50 PM,0.02
Player 21714,Male,45,Card Type 105,Alitas Empanizadas,1,Platos Fuertes,2019-05-04 01:00:00,5/4/2019 1:56:38 AM,8.50
Player 22399,Male,60,Card Type 101,Cafe Negro con Cremora Promo,1,PROMO SIN ALCOHOL,2019-05-05 00:00:00,5/5/2019 12:22:43 AM,0.02
Player 22285,Male,36,Card Type 102,Cafe Negro Promo,1,PROMO SIN ALCOHOL,2019-05-05 02:00:00,5/5/2019 2:17:37 AM,0.02
Player 19142,Male,60,Card Type 102,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-05-05 13:00:00,5/5/2019 1:55:41 PM,0.05
Player 19142,Male,60,Card Type 102,Cafe Negro con Azucar Promo,1,PROMO SIN ALCOHOL,2019-05-05 14:00:00,5/5/2019 2:18:49 PM,0.02
Player 21714,Male,45,Card Type 105,Agua Botella,1,Platos Fuertes,2019-05-05 17:00:00,5/5/2019 5:55:43 PM,1.50
Player 21714,Male,45,Card Type 105,Te Frio Ice Tea Promo,1,PROMO SIN ALCOHOL,2019-05-05 20:00:00,5/5/2019 8:31:47 PM,9.02
Player 21714,Male,45,Card Type 105,Cappuccino,1,Platos Fuertes,2019-05-05 20:00:00,5/5/2019 8:31:47 PM,9.02
Player 21714,Male,45,Card Type 105,Agua Botella,1,Platos Fuertes,2019-05-05 20:00:00,5/5/2019 8:31:47 PM,9.02
Player 21714,Male,45,Card Type 105,Victoria Frost,1,Platos Fuertes,2019-05-05 20:00:00,5/5/2019 8:31:47 PM,9.02
Player 21714,Male,45,Card Type 105,Cafe Americano,1,Bebidas,2019-05-05 22:00:00,5/5/2019 10:59:36 PM,4.00
Player 21714,Male,45,Card Type 105,Gatorade,1,Platos Fuertes,2019-05-07 00:00:00,5/7/2019 12:34:30 AM,8.50
Player 22395,Male,Unknown,Card Type 1,Coca Cola,1,Platos Fuertes,2019-08-05 12:00:00,8/5/2019 12:14:01 PM,16.50
Player 1805,Male,40,Card Type 102,Fanta Roja Vaso Promo,1,PROMO SIN ALCOHOL,2019-08-06 16:00:00,8/6/2019 4:06:10 PM,0.02
Player 2014,Male,57,Card Type 101,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-08-08 17:00:00,8/8/2019 5:27:48 PM,0.05
Player 2014,Male,57,Card Type 101,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-08-08 18:00:00,8/8/2019 6:35:46 PM,0.05
Player 21902,Male,43,Card Type 1,Coca-Cola Vaso Promo,1,PROMO SIN ALCOHOL,2019-08-09 13:00:00,8/9/2019 1:00:01 PM,0.02
Player 2014,Male,57,Card Type 101,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-08-09 14:00:00,8/9/2019 2:29:26 PM,0.05
Player 1305,Female,54,Card Type 1,Cafe Negro Promo,1,PROMO SIN ALCOHOL,2019-08-10 14:00:00,8/10/2019 2:54:37 PM,0.02
Player 1305,Female,54,Card Type 1,Cafe Negro con Azucar Promo,1,PROMO SIN ALCOHOL,2019-08-10 17:00:00,8/10/2019 5:14:18 PM,0.02
Player 5883,Male,56,Card Type 1,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-08-11 01:00:00,8/11/2019 1:09:55 AM,0.05
Player 20166,Male,28,Card Type 102,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-08-11 06:00:00,8/11/2019 6:04:59 AM,0.05
Player 18153,Female,29,Card Type 105,Belmont Rojo 1/2,10,Tabaco,2019-08-11 21:00:00,8/11/2019 9:35:51 PM,45.00
Player 22395,Male,Unknown,Card Type 1,Leche,1,Platos Fuertes,2019-08-12 15:00:00,8/12/2019 3:26:53 PM,0.50
Player 1805,Male,40,Card Type 102,L&M Blue Menthol 14 Pack,1,Tabaco,2019-08-12 16:00:00,8/12/2019 4:34:55 PM,3.50
Player 20166,Male,28,Card Type 102,Jugo de Naranja Promo,1,PROMO SIN ALCOHOL,2019-08-12 20:00:00,8/12/2019 8:49:09 PM,0.02
Player 2877,Female,67,Card Type 105,Batido de Frutas,1,Platos Fuertes,2019-06-15 19:00:00,6/15/2019 7:15:08 PM,5.00
Player 1505,Male,62,Card Type 1,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-06-15 20:00:00,6/15/2019 8:35:39 PM,0.05
Player 2877,Female,67,Card Type 105,Batido de Frutas,1,Platos Fuertes,2019-06-17 18:00:00,6/17/2019 6:42:08 PM,5.00
Player 15413,Male,31,Card Type 102,Victoria Frost,1,Platos Fuertes,2019-06-18 14:00:00,6/18/2019 2:57:19 PM,2.50
Player 1505,Male,62,Card Type 1,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-06-19 10:00:00,6/19/2019 10:43:18 AM,0.05
Player 1505,Male,62,Card Type 1,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-06-19 13:00:00,6/19/2019 1:12:31 PM,0.05
Player 15413,Male,31,Card Type 102,Cafe con Leche y Azucar Promo,1,PROMO SIN ALCOHOL,2019-06-19 15:00:00,6/19/2019 3:41:02 PM,0.02
Player 1805,Male,40,Card Type 102,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-06-20 12:00:00,6/20/2019 12:52:02 PM,0.05
Player 2877,Female,67,Card Type 105,Batido de Frutas,1,Platos Fuertes,2019-06-20 14:00:00,6/20/2019 2:24:57 PM,5.00
Player 1505,Male,62,Card Type 1,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-06-20 17:00:00,6/20/2019 5:42:36 PM,0.05
Player 1180,Male,39,Card Type 102,Coca-Cola Vaso Promo,1,PROMO SIN ALCOHOL,2019-06-21 17:00:00,6/21/2019 5:30:16 PM,0.02
Player 17249,Male,56,Card Type 1,Coca Cola,1,Platos Fuertes,2019-06-21 18:00:00,6/21/2019 6:42:45 PM,2.00
Player 15413,Male,31,Card Type 102,L&M Blue Menthol 14 Pack,1,Tabaco,2019-06-21 18:00:00,6/21/2019 6:58:01 PM,3.50
Player 22129,Male,31,Card Type 1,Toña,1,Platos Fuertes,2019-06-21 20:00:00,6/21/2019 8:50:26 PM,7.00
Player 22129,Male,31,Card Type 1,Marlboro Gold 1/2,1,Tabaco,2019-06-21 20:00:00,6/21/2019 8:50:26 PM,7.00
Player 1180,Male,39,Card Type 102,Coca-Cola Vaso Promo,1,PROMO SIN ALCOHOL,2019-06-22 12:00:00,6/22/2019 12:34:09 PM,0.02
Player 18153,Female,29,Card Type 105,Zservicio p llevar 5,3,Platos Fuertes,2019-06-22 17:00:00,6/22/2019 5:49:39 PM,15.00
Player 1505,Male,62,Card Type 1,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-06-23 11:00:00,6/23/2019 11:51:19 AM,0.05
Player 20166,Male,28,Card Type 102,Coca-Cola Vaso Promo,1,PROMO SIN ALCOHOL,2019-06-23 12:00:00,6/23/2019 12:34:43 PM,0.02
Player 20166,Male,28,Card Type 102,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-06-23 14:00:00,6/23/2019 2:23:30 PM,0.05
Player 20166,Male,28,Card Type 102,Agua Botella,1,Platos Fuertes,2019-06-24 16:00:00,6/24/2019 4:47:33 PM,1.50
Player 1805,Male,40,Card Type 102,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-06-27 13:00:00,6/27/2019 1:56:24 PM,0.05
Player 1505,Male,62,Card Type 1,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-06-27 14:00:00,6/27/2019 2:28:04 PM,0.05
Player 13155,Male,45,Card Type 103,Agua Botella,1,Platos Fuertes,2019-07-25 18:00:00,7/25/2019 6:37:52 PM,1.50
Player 3061,Female,55,Card Type 101,Te Frio Ice Tea Promo,1,PROMO SIN ALCOHOL,2019-07-26 16:00:00,7/26/2019 4:56:58 PM,0.02
Player 22449,Male,30,Card Type 1,Fanta Roja Vaso Promo,1,PROMO SIN ALCOHOL,2019-07-26 18:00:00,7/26/2019 6:49:01 PM,0.02
Player 3061,Female,55,Card Type 101,Sopa Maruchan,1,Platos Fuertes,2019-07-26 20:00:00,7/26/2019 8:00:10 PM,2.50
Player 8352,Female,64,Card Type 102,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-07-26 21:00:00,7/26/2019 9:44:22 PM,0.05
Player 18835,Female,67,Card Type 102,Cafe con Leche y Azucar Promo,1,PROMO SIN ALCOHOL,2019-07-27 21:00:00,7/27/2019 9:47:57 PM,0.25
Player 3061,Female,55,Card Type 101,Te Frio Ice Tea Promo,1,PROMO SIN ALCOHOL,2019-07-28 19:00:00,7/28/2019 7:16:13 PM,0.02
Player 20307,Male,34,Card Type 1,Cafe Negro con Azucar Promo,1,PROMO SIN ALCOHOL,2019-07-28 22:00:00,7/28/2019 10:55:01 PM,0.02
Player 18276,Male,26,Card Type 1,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-07-29 15:00:00,7/29/2019 3:51:04 PM,0.05
Player 8352,Female,64,Card Type 102,Coca-Cola Vaso Promo,1,PROMO SIN ALCOHOL,2019-07-31 19:00:00,7/31/2019 7:03:58 PM,0.02
Player 2332,Male,59,Card Type 1,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-07-31 22:00:00,7/31/2019 10:37:09 PM,0.05
Player 2332,Male,59,Card Type 1,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-07-31 22:00:00,7/31/2019 10:55:24 PM,0.05
Player 12596,Male,77,Card Type 102,Victoria Frost,1,Platos Fuertes,2019-08-01 11:00:00,8/1/2019 11:26:47 AM,2.50
Player 8352,Female,64,Card Type 102,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-08-01 14:00:00,8/1/2019 2:05:07 PM,0.05
Player 8352,Female,64,Card Type 102,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-08-02 22:00:00,8/2/2019 10:20:13 PM,0.05
Player 12596,Male,77,Card Type 102,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-08-03 14:00:00,8/3/2019 2:30:51 PM,0.05
Player 3061,Female,55,Card Type 101,Fanta Roja Vaso Promo,1,PROMO SIN ALCOHOL,2019-08-04 16:00:00,8/4/2019 4:23:21 PM,0.02
Player 8352,Female,64,Card Type 102,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-08-07 17:00:00,8/7/2019 5:42:12 PM,0.05
Player 1530,Female,87,Card Type 101,Cafe Negro con Cremora Promo,1,PROMO SIN ALCOHOL,2019-08-07 22:00:00,8/7/2019 10:20:19 PM,0.02
Player 8352,Female,64,Card Type 102,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-08-08 19:00:00,8/8/2019 7:02:20 PM,0.05
Player 12655,Male,48,Card Type 1,Jugo de Naranja Promo,1,PROMO SIN ALCOHOL,2019-08-09 15:00:00,8/9/2019 3:54:19 PM,0.02
Player 12596,Male,77,Card Type 102,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-08-10 14:00:00,8/10/2019 2:19:38 PM,0.05
Player 12596,Male,77,Card Type 102,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-08-10 15:00:00,8/10/2019 3:53:18 PM,0.05
Player 12596,Male,77,Card Type 102,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-08-11 11:00:00,8/11/2019 11:38:06 AM,0.05
Player 3061,Female,55,Card Type 101,Te Frio Ice Tea Promo,1,PROMO SIN ALCOHOL,2019-07-10 18:00:00,7/10/2019 6:24:13 PM,0.02
Player 7414,Male,38,Card Type 101,Subs Palms,1,Platos Fuertes,2019-07-10 20:00:00,7/10/2019 8:47:29 PM,5.00
Player 8352,Female,64,Card Type 102,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-07-12 17:00:00,7/12/2019 5:32:15 PM,0.05
Player 22681,Female,31,Card Type 1,Cafe con Leche y Azucar Promo,1,PROMO SIN ALCOHOL,2019-07-12 21:00:00,7/12/2019 9:06:34 PM,0.25
Player 8352,Female,64,Card Type 102,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-07-12 23:00:00,7/12/2019 11:12:11 PM,0.05
Player 22681,Female,31,Card Type 1,Fanta Naranja Vaso Promo,1,PROMO SIN ALCOHOL,2019-07-12 23:00:00,7/12/2019 11:36:48 PM,0.02
Player 8352,Female,64,Card Type 102,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-07-13 19:00:00,7/13/2019 7:34:09 PM,0.05
Player 8352,Female,64,Card Type 102,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-07-13 21:00:00,7/13/2019 9:24:06 PM,0.05
Player 19044,Male,50,Card Type 1,Cafe Negro con Azucar Promo,1,PROMO SIN ALCOHOL,2019-07-15 11:00:00,7/15/2019 11:03:42 AM,0.02
Player 12596,Male,77,Card Type 102,Cerveza Sifon Sin Hieo Promo,1,PROMO CON ALCOHOL,2019-07-15 16:00:00,7/15/2019 4:09:04 PM,0.05
Player 13155,Male,45,Card Type 103,Dunhill Switch 1/2,1,Tabaco,2019-07-15 21:00:00,7/15/2019 9:03:21 PM,5.00
Player 8352,Female,64,Card Type 102,Cerveza Sifon con Hielo Promo,1,PROMO CON ALCOHOL,2019-07-16 16:00:00,7/16/2019 4:40:47 PM,0.05
Player 22748,Male,28,Card Type 1,Fanta Roja Vaso Promo,1,PROMO SIN ALCOHOL,2019-08-01 17:00:00,8/1/2019 5:53:16 PM,0.02
Player 8708,Female,53,Card Type 103,Fruit Punch Promo,1,PROMO SIN ALCOHOL,2019-08-02 16:00:00,8/2/2019 4:59:36 PM,0.02
Player 22641,Male,37,Card Type 104,Centenario 25 trago,1,Platos Fuertes,2019-08-03 01:00:00,8/3/2019 1:01:16 AM,25.00
Player 8926,Female,57,Card Type 105,Toña,1,Platos Fuertes,2019-08-03 14:00:00,8/3/2019 2:27:13 PM,2.50
Player 8926,Female,57,Card Type 105,Pasta Casserole,2,Platos Fuertes,2019-08-03 18:00:00,8/3/2019 6:02:50 PM,10.00
Player 11391,Male,44,Card Type 101,Coca-Cola Vaso Promo,1,PROMO SIN ALCOHOL,2019-05-22 14:00:00,5/22/2019 2:42:05 PM,0.02
Player 11484,Male,51,Card Type 105,Cafe Americano,1,Bebidas,2019-05-22 17:00:00,5/22/2019 5:00:07 PM,4.00
Player 11391,Male,44,Card Type 101,Tostones con Queso,1,Platos Fuertes,2019-05-23 00:00:00,5/23/2019 12:05:51 AM,4.50
Player 11484,Male,51,Card Type 105,Dunhill Switch 1/2,2,Tabaco,2019-05-23 21:00:00,5/23/2019 9:09:08 PM,10.00
Player 15728,Male,41,Card Type 1,Fruit Punch Promo,3,PROMO SIN ALCOHOL,2019-05-25 09:00:00,5/25/2019 9:40:53 AM,0.06
Player 11391,Male,44,Card Type 101,Coca-Cola Vaso Promo,1,PROMO SIN ALCOHOL,2019-05-25 20:00:00,5/25/2019 8:35:22 PM,0.02
Player 11391,Male,44,Card Type 101,Coca-Cola Vaso Promo,1,PROMO SIN ALCOHOL,2019-05-26 01:00:00,5/26/2019 1:28:09 AM,0.02
