Player Name,Player Gender,Player Years Old,Player Card Level,Name,Cordobas Won In Raffle,Raffle Drawing Result,Promotion Issued Date Exact,Promotion Issued Hour
Player 14605,Female,37,Card Type 105,viernes 8pm,7500.00,WON,4/5/2019 8:07:48 PM,2019-04-05 20:00:00
Player 1399,Male,45,Card Type 105,viernes 9pm,7500.00,Eliminated,4/5/2019 9:01:26 PM,2019-04-05 21:00:00
Player 11484,Male,51,Card Type 105,viernes 9pm,7500.00,WON,4/5/2019 9:01:57 PM,2019-04-05 21:00:00
Player 9947,Male,52,Card Type 105,viernes 10pm,10000.00,WON,4/5/2019 10:01:15 PM,2019-04-05 22:00:00
Player 11329,Male,59,Card Type 105,viernes 11pm,10000.00,WON,4/5/2019 11:01:04 PM,2019-04-05 23:00:00
Player 3564,Male,77,Card Type 102,viernes 12am,10000.00,Eliminated,4/6/2019 12:01:33 AM,2019-04-06 00:00:00
Player 13008,Female,75,Card Type 105,viernes 12am,10000.00,WON,4/6/2019 12:02:03 AM,2019-04-06 00:00:00
Player 4808,Male,48,Card Type 103,viernes 1am,40000.00,WON,4/6/2019 1:00:50 AM,2019-04-06 01:00:00
Player 5571,Male,71,Card Type 102,sábado 7pm,15000.00,WON,4/6/2019 7:01:09 PM,2019-04-06 19:00:00
Player 5934,Female,52,Card Type 105,sábado 8pm,7500.00,WON,4/6/2019 8:01:06 PM,2019-04-06 20:00:00
Player 1618,Female,37,Card Type 104,sábado 9pm,7500.00,Eliminated,4/6/2019 9:01:26 PM,2019-04-06 21:00:00
Player 16502,Male,55,Card Type 105,sábado 9pm,7500.00,Eliminated,4/6/2019 9:02:31 PM,2019-04-06 21:00:00
Player 3153,Male,55,Card Type 103,sábado 9pm,7500.00,Eliminated,4/6/2019 9:03:36 PM,2019-04-06 21:00:00
Player 10848,Female,41,Card Type 102,sábado 9pm,7500.00,Eliminated,4/6/2019 9:04:47 PM,2019-04-06 21:00:00
Player 17595,Male,48,Card Type 101,sábado 9pm,7500.00,WON,4/6/2019 9:05:22 PM,2019-04-06 21:00:00
Player 6570,Male,50,Card Type 104,sábado 10pm,10000.00,WON,4/6/2019 10:01:00 PM,2019-04-06 22:00:00
Player 9782,Male,48,Card Type 105,sábado 11pm,10000.00,Eliminated,4/6/2019 11:01:30 PM,2019-04-06 23:00:00
Player 14621,Male,55,Card Type 105,sábado 11pm,10000.00,Eliminated,4/6/2019 11:02:37 PM,2019-04-06 23:00:00
Player 22274,Male,31,Card Type 102,sábado 11pm,10000.00,Eliminated,4/6/2019 11:03:43 PM,2019-04-06 23:00:00
Player 9782,Male,48,Card Type 105,sábado 11pm,10000.00,Eliminated,4/6/2019 11:04:48 PM,2019-04-06 23:00:00
Player 19272,Female,38,Card Type 104,sábado 11pm,10000.00,Eliminated,4/6/2019 11:05:53 PM,2019-04-06 23:00:00
Player 16502,Male,55,Card Type 105,sábado 11pm,10000.00,Eliminated,4/6/2019 11:06:58 PM,2019-04-06 23:00:00
Player 16502,Male,55,Card Type 105,sábado 11pm,10000.00,Eliminated,4/6/2019 11:08:04 PM,2019-04-06 23:00:00
Player 1399,Male,45,Card Type 105,sábado 11pm,10000.00,Eliminated,4/6/2019 11:09:09 PM,2019-04-06 23:00:00
Player 16502,Male,55,Card Type 105,sábado 11pm,10000.00,Eliminated,4/6/2019 11:10:14 PM,2019-04-06 23:00:00
Player 8755,Female,40,Card Type 102,sábado 11pm,10000.00,Eliminated,4/6/2019 11:11:22 PM,2019-04-06 23:00:00
Player 7650,Female,45,Card Type 1,sábado 11pm,10000.00,WON,4/6/2019 11:12:09 PM,2019-04-06 23:00:00
Player 5572,Female,67,Card Type 102,sábado 12am,10000.00,WON,4/7/2019 12:01:04 AM,2019-04-07 00:00:00
Player 9782,Male,48,Card Type 105,sábado 1am,40000.00,Eliminated,4/7/2019 1:01:23 AM,2019-04-07 01:00:00
Player 8222,Male,67,Card Type 103,sábado 1am,40000.00,Eliminated,4/7/2019 1:02:28 AM,2019-04-07 01:00:00
Player 1618,Female,37,Card Type 104,sábado 1am,40000.00,WON,4/7/2019 1:02:53 AM,2019-04-07 01:00:00
Player 2894,Male,58,Card Type 105,viernes 7pm,15000.00,Eliminated,4/12/2019 7:01:35 PM,2019-04-12 19:00:00
Player 8280,Male,53,Card Type 102,viernes 7pm,15000.00,WON,4/12/2019 7:02:12 PM,2019-04-12 19:00:00
Player 9782,Male,48,Card Type 105,viernes 8pm,7500.00,WON,4/12/2019 8:01:16 PM,2019-04-12 20:00:00
Player 2894,Male,58,Card Type 105,viernes 9pm,7500.00,Eliminated,4/12/2019 9:01:32 PM,2019-04-12 21:00:00
Player 22186,Male,39,Card Type 105,viernes 9pm,7500.00,WON,4/12/2019 9:02:03 PM,2019-04-12 21:00:00
Player 2399,Male,59,Card Type 102,viernes 10pm,10000.00,WON,4/12/2019 10:01:01 PM,2019-04-12 22:00:00
Player 6564,Female,59,Card Type 103,viernes 11pm,10000.00,Eliminated,4/12/2019 11:01:36 PM,2019-04-12 23:00:00
Player 19711,Male,46,Card Type 105,viernes 11pm,10000.00,WON,4/12/2019 11:02:22 PM,2019-04-12 23:00:00
Player 11484,Male,51,Card Type 105,viernes 12am,10000.00,WON,4/13/2019 12:00:54 AM,2019-04-13 00:00:00
Player 12863,Female,59,Card Type 105,viernes 1am,40000.00,Eliminated,4/13/2019 1:01:27 AM,2019-04-13 01:00:00
Player 9947,Male,52,Card Type 105,viernes 1am,40000.00,WON,4/13/2019 1:02:04 AM,2019-04-13 01:00:00
Player 7177,Male,58,Card Type 101,sábado 7pm,15000.00,Eliminated,4/13/2019 7:01:38 PM,2019-04-13 19:00:00
Player 14621,Male,55,Card Type 105,sábado 7pm,15000.00,Eliminated,4/13/2019 7:02:44 PM,2019-04-13 19:00:00
Player 2247,Male,74,Card Type 104,sábado 7pm,15000.00,Eliminated,4/13/2019 7:03:49 PM,2019-04-13 19:00:00
Player 14470,Male,55,Card Type 105,sábado 7pm,15000.00,Eliminated,4/13/2019 7:04:55 PM,2019-04-13 19:00:00
Player 2527,Male,62,Card Type 1,sábado 7pm,15000.00,WON,4/13/2019 7:05:31 PM,2019-04-13 19:00:00
Player 22318,Male,48,Card Type 103,sábado 8pm,7500.00,Eliminated,4/13/2019 8:01:25 PM,2019-04-13 20:00:00
Player 21656,Male,64,Card Type 103,sábado 8pm,7500.00,WON,4/13/2019 8:02:04 PM,2019-04-13 20:00:00
Player 18024,Female,48,Card Type 105,sábado 9pm,7500.00,WON,4/13/2019 9:01:02 PM,2019-04-13 21:00:00
Player 20202,Male,40,Card Type 103,sábado 10pm,10000.00,Eliminated,4/13/2019 10:01:31 PM,2019-04-13 22:00:00
Player 10848,Female,41,Card Type 102,sábado 10pm,10000.00,Eliminated,4/13/2019 10:02:38 PM,2019-04-13 22:00:00
Player 10574,Male,52,Card Type 105,sábado 10pm,10000.00,WON,4/13/2019 10:03:15 PM,2019-04-13 22:00:00
Player 14605,Female,37,Card Type 105,sábado 11pm,10000.00,WON,4/13/2019 11:01:05 PM,2019-04-13 23:00:00
Player 12863,Female,59,Card Type 105,sábado 12am,10000.00,Eliminated,4/14/2019 12:01:26 AM,2019-04-14 00:00:00
Player 13335,Male,41,Card Type 104,sábado 12am,10000.00,Eliminated,4/14/2019 12:02:32 AM,2019-04-14 00:00:00
Player 15992,Male,41,Card Type 102,sábado 12am,10000.00,Eliminated,4/14/2019 12:03:41 AM,2019-04-14 00:00:00
Player 3915,Male,57,Card Type 103,sábado 12am,10000.00,WON,4/14/2019 12:04:20 AM,2019-04-14 00:00:00
Player 6564,Female,59,Card Type 103,sábado 1am,40000.00,WON,4/14/2019 1:00:54 AM,2019-04-14 01:00:00
Player 17796,Male,47,Card Type 105,viernes 7pm,15000.00,Eliminated,4/19/2019 7:01:30 PM,2019-04-19 19:00:00
Player 7074,Female,46,Card Type 103,viernes 7pm,15000.00,WON,4/19/2019 7:02:07 PM,2019-04-19 19:00:00
Player 15062,Male,43,Card Type 102,viernes 8pm,7500.00,Eliminated,4/19/2019 8:01:34 PM,2019-04-19 20:00:00
Player 11484,Male,51,Card Type 105,viernes 8pm,7500.00,Eliminated,4/19/2019 8:02:39 PM,2019-04-19 20:00:00
Player 4422,Male,42,Card Type 102,viernes 8pm,7500.00,Eliminated,4/19/2019 8:03:45 PM,2019-04-19 20:00:00
Player 14605,Female,37,Card Type 105,viernes 8pm,7500.00,WON,4/19/2019 8:04:21 PM,2019-04-19 20:00:00
Player 4476,Male,54,Card Type 103,viernes 9pm,7500.00,Eliminated,4/19/2019 9:01:25 PM,2019-04-19 21:00:00
Player 22377,Male,40,Card Type 105,viernes 9pm,7500.00,Eliminated,4/19/2019 9:02:30 PM,2019-04-19 21:00:00
Player 5934,Female,52,Card Type 105,viernes 9pm,7500.00,WON,4/19/2019 9:03:09 PM,2019-04-19 21:00:00
Player 21963,Male,35,Card Type 104,viernes 10pm,10000.00,Eliminated,4/19/2019 10:01:28 PM,2019-04-19 22:00:00
Player 1375,Female,51,Card Type 102,viernes 10pm,10000.00,WON,4/19/2019 10:02:07 PM,2019-04-19 22:00:00
Player 4543,Male,59,Card Type 104,viernes 11pm,10000.00,Eliminated,4/19/2019 11:01:30 PM,2019-04-19 23:00:00
Player 19020,Male,48,Card Type 102,viernes 11pm,10000.00,WON,4/19/2019 11:02:28 PM,2019-04-19 23:00:00
Player 9782,Male,48,Card Type 105,viernes 12am,10000.00,WON,4/20/2019 12:01:00 AM,2019-04-20 00:00:00
Player 1399,Male,45,Card Type 105,viernes 1am,40000.00,Eliminated,4/20/2019 1:01:25 AM,2019-04-20 01:00:00
Player 22377,Male,40,Card Type 105,viernes 1am,40000.00,Eliminated,4/20/2019 1:02:30 AM,2019-04-20 01:00:00
Player 15062,Male,43,Card Type 102,viernes 1am,40000.00,Eliminated,4/20/2019 1:03:36 AM,2019-04-20 01:00:00
Player 14246,Male,43,Card Type 104,viernes 1am,40000.00,Eliminated,4/20/2019 1:04:41 AM,2019-04-20 01:00:00
Player 4422,Male,42,Card Type 102,viernes 1am,40000.00,Eliminated,4/20/2019 1:05:46 AM,2019-04-20 01:00:00
Player 17796,Male,47,Card Type 105,viernes 1am,40000.00,Eliminated,4/20/2019 1:06:52 AM,2019-04-20 01:00:00
Player 4942,Male,55,Card Type 101,viernes 1am,40000.00,WON,4/20/2019 1:07:23 AM,2019-04-20 01:00:00
Player 22186,Male,39,Card Type 105,sábado 7pm,15000.00,Eliminated,4/20/2019 7:01:32 PM,2019-04-20 19:00:00
Player 14621,Male,55,Card Type 105,sábado 7pm,15000.00,Eliminated,4/20/2019 7:02:38 PM,2019-04-20 19:00:00
Player 14621,Male,55,Card Type 105,sábado 7pm,15000.00,Eliminated,4/20/2019 7:03:44 PM,2019-04-20 19:00:00
Player 9947,Male,52,Card Type 105,sábado 7pm,15000.00,Eliminated,4/20/2019 7:04:49 PM,2019-04-20 19:00:00
Player 14621,Male,55,Card Type 105,sábado 7pm,15000.00,Eliminated,4/20/2019 7:05:56 PM,2019-04-20 19:00:00
Player 2894,Male,58,Card Type 105,sábado 7pm,15000.00,Eliminated,4/20/2019 7:07:01 PM,2019-04-20 19:00:00
Player 4543,Male,59,Card Type 104,sábado 7pm,15000.00,Eliminated,4/20/2019 7:08:07 PM,2019-04-20 19:00:00
Player 20202,Male,40,Card Type 103,sábado 7pm,15000.00,Eliminated,4/20/2019 7:09:12 PM,2019-04-20 19:00:00
Player 11484,Male,51,Card Type 105,sábado 7pm,15000.00,WON,4/20/2019 7:09:47 PM,2019-04-20 19:00:00
Player 14621,Male,55,Card Type 105,sábado 8pm,7500.00,Eliminated,4/20/2019 8:01:33 PM,2019-04-20 20:00:00
Player 18024,Female,48,Card Type 105,sábado 8pm,7500.00,WON,4/20/2019 8:02:11 PM,2019-04-20 20:00:00
Player 21656,Male,64,Card Type 103,sábado 9pm,7500.00,WON,4/20/2019 9:00:54 PM,2019-04-20 21:00:00
Player 9947,Male,52,Card Type 105,sábado 10pm,10000.00,WON,4/20/2019 10:01:15 PM,2019-04-20 22:00:00
Player 11018,Male,39,Card Type 104,sábado 11pm,10000.00,WON,4/20/2019 11:00:56 PM,2019-04-20 23:00:00
Player 2883,Female,61,Card Type 103,sábado 12am,10000.00,Eliminated,4/21/2019 12:01:34 AM,2019-04-21 00:00:00
Player 1301,Male,47,Card Type 105,sábado 12am,10000.00,Eliminated,4/21/2019 12:02:40 AM,2019-04-21 00:00:00
Player 22186,Male,39,Card Type 105,sábado 12am,10000.00,Eliminated,4/21/2019 12:03:45 AM,2019-04-21 00:00:00
Player 14470,Male,55,Card Type 105,sábado 12am,10000.00,WON,4/21/2019 12:04:24 AM,2019-04-21 00:00:00
Player 1301,Male,47,Card Type 105,sábado 1am,40000.00,Eliminated,4/21/2019 1:01:23 AM,2019-04-21 01:00:00
Player 1618,Female,37,Card Type 104,sábado 1am,40000.00,WON,4/21/2019 1:01:51 AM,2019-04-21 01:00:00
Player 4422,Male,42,Card Type 102,viernes 7pm,15000.00,Eliminated,4/26/2019 7:01:31 PM,2019-04-26 19:00:00
Player 5934,Female,52,Card Type 105,viernes 7pm,15000.00,WON,4/26/2019 7:02:07 PM,2019-04-26 19:00:00
Player 20245,Male,48,Card Type 104,viernes 8pm,7500.00,Eliminated,4/26/2019 8:01:34 PM,2019-04-26 20:00:00
Player 18626,Male,33,Card Type 1,viernes 8pm,7500.00,Eliminated,4/26/2019 8:02:39 PM,2019-04-26 20:00:00
Player 8708,Female,53,Card Type 103,viernes 8pm,7500.00,Eliminated,4/26/2019 8:03:45 PM,2019-04-26 20:00:00
Player 14621,Male,55,Card Type 105,viernes 8pm,7500.00,Eliminated,4/26/2019 8:04:50 PM,2019-04-26 20:00:00
Player 2877,Female,67,Card Type 105,viernes 8pm,7500.00,WON,4/26/2019 8:05:42 PM,2019-04-26 20:00:00
Player 18024,Female,48,Card Type 105,viernes 9pm,7500.00,WON,4/26/2019 9:01:14 PM,2019-04-26 21:00:00
Player 4536,Male,46,Card Type 102,viernes 10pm,10000.00,WON,4/26/2019 10:01:00 PM,2019-04-26 22:00:00
Player 6564,Female,59,Card Type 103,viernes 11pm,10000.00,WON,4/26/2019 11:00:57 PM,2019-04-26 23:00:00
Player 14330,Male,42,Card Type 1,viernes 12am,10000.00,Eliminated,4/27/2019 12:01:35 AM,2019-04-27 00:00:00
Player 10897,Female,52,Card Type 102,viernes 12am,10000.00,Eliminated,4/27/2019 12:02:40 AM,2019-04-27 00:00:00
Player 17796,Male,47,Card Type 105,viernes 12am,10000.00,Eliminated,4/27/2019 12:03:45 AM,2019-04-27 00:00:00
Player 1805,Male,40,Card Type 102,viernes 12am,10000.00,Eliminated,4/27/2019 12:04:56 AM,2019-04-27 00:00:00
Player 2894,Male,58,Card Type 105,viernes 12am,10000.00,WON,4/27/2019 12:05:28 AM,2019-04-27 00:00:00
Player 22377,Male,40,Card Type 105,viernes 1am,40000.00,WON,4/27/2019 1:01:02 AM,2019-04-27 01:00:00
Player 1399,Male,45,Card Type 105,sábado 7pm,15000.00,Eliminated,4/27/2019 7:01:34 PM,2019-04-27 19:00:00
Player 21963,Male,35,Card Type 104,sábado 7pm,15000.00,Eliminated,4/27/2019 7:02:40 PM,2019-04-27 19:00:00
Player 19711,Male,46,Card Type 105,sábado 7pm,15000.00,Eliminated,4/27/2019 7:03:47 PM,2019-04-27 19:00:00
Player 16502,Male,55,Card Type 105,sábado 7pm,15000.00,WON,4/27/2019 7:04:20 PM,2019-04-27 19:00:00
Player 5970,Female,68,Card Type 101,sábado 8pm,7500.00,Eliminated,4/27/2019 8:01:33 PM,2019-04-27 20:00:00
Player 19272,Female,38,Card Type 104,sábado 8pm,7500.00,WON,4/27/2019 8:02:03 PM,2019-04-27 20:00:00
Player 13008,Female,75,Card Type 105,sábado 9pm,7500.00,WON,4/27/2019 9:01:02 PM,2019-04-27 21:00:00
Player 17796,Male,47,Card Type 105,sábado 10pm,10000.00,Eliminated,4/27/2019 10:01:28 PM,2019-04-27 22:00:00
Player 14834,Male,36,Card Type 1,sábado 10pm,10000.00,WON,4/27/2019 10:02:03 PM,2019-04-27 22:00:00
Player 10574,Male,52,Card Type 105,sábado 11pm,10000.00,Eliminated,4/27/2019 11:01:32 PM,2019-04-27 23:00:00
Player 8708,Female,53,Card Type 103,sábado 11pm,10000.00,Eliminated,4/27/2019 11:02:38 PM,2019-04-27 23:00:00
Player 19407,Male,31,Card Type 103,sábado 11pm,10000.00,WON,4/27/2019 11:03:09 PM,2019-04-27 23:00:00
Player 22377,Male,40,Card Type 105,sábado 12am,10000.00,Eliminated,4/28/2019 12:01:34 AM,2019-04-28 00:00:00
Player 22377,Male,40,Card Type 105,sábado 12am,10000.00,Eliminated,4/28/2019 12:02:40 AM,2019-04-28 00:00:00
Player 20102,Female,72,Card Type 101,sábado 12am,10000.00,Eliminated,4/28/2019 12:03:45 AM,2019-04-28 00:00:00
Player 17796,Male,47,Card Type 105,sábado 12am,10000.00,Eliminated,4/28/2019 12:04:50 AM,2019-04-28 00:00:00
Player 22377,Male,40,Card Type 105,sábado 12am,10000.00,Eliminated,4/28/2019 12:05:55 AM,2019-04-28 00:00:00
Player 17796,Male,47,Card Type 105,sábado 12am,10000.00,Eliminated,4/28/2019 12:07:01 AM,2019-04-28 00:00:00
Player 20245,Male,48,Card Type 104,sábado 12am,10000.00,Eliminated,4/28/2019 12:08:06 AM,2019-04-28 00:00:00
Player 17796,Male,47,Card Type 105,sábado 12am,10000.00,Eliminated,4/28/2019 12:09:12 AM,2019-04-28 00:00:00
Player 22377,Male,40,Card Type 105,sábado 12am,10000.00,Eliminated,4/28/2019 12:10:17 AM,2019-04-28 00:00:00
Player 22377,Male,40,Card Type 105,sábado 12am,10000.00,Eliminated,4/28/2019 12:11:22 AM,2019-04-28 00:00:00
Player 22377,Male,40,Card Type 105,sábado 12am,10000.00,Eliminated,4/28/2019 12:12:28 AM,2019-04-28 00:00:00
Player 1618,Female,37,Card Type 104,sábado 12am,10000.00,WON,4/28/2019 12:12:56 AM,2019-04-28 00:00:00
Player 8966,Male,41,Card Type 102,sábado 1am,40000.00,Eliminated,4/28/2019 1:01:36 AM,2019-04-28 01:00:00
Player 14621,Male,55,Card Type 105,sábado 1am,40000.00,WON,4/28/2019 1:02:08 AM,2019-04-28 01:00:00
Player 3902,Male,53,Card Type 102,viernes 7pm,15000.00,WON,5/3/2019 7:01:05 PM,2019-05-03 19:00:00
Player 14605,Female,37,Card Type 105,viernes 8pm,7500.00,Eliminated,5/3/2019 8:01:34 PM,2019-05-03 20:00:00
Player 22377,Male,40,Card Type 105,viernes 8pm,7500.00,Eliminated,5/3/2019 8:02:40 PM,2019-05-03 20:00:00
Player 16502,Male,55,Card Type 105,viernes 8pm,7500.00,WON,5/3/2019 8:03:15 PM,2019-05-03 20:00:00
Player 18153,Female,29,Card Type 105,viernes 9pm,7500.00,Eliminated,5/3/2019 9:01:27 PM,2019-05-03 21:00:00
Player 18153,Female,29,Card Type 105,viernes 9pm,7500.00,Eliminated,5/3/2019 9:02:33 PM,2019-05-03 21:00:00
Player 19570,Male,47,Card Type 104,viernes 9pm,7500.00,WON,5/3/2019 9:03:00 PM,2019-05-03 21:00:00
Player 1660,Male,59,Card Type 102,viernes 10pm,10000.00,WON,5/3/2019 10:00:55 PM,2019-05-03 22:00:00
Player 10848,Female,41,Card Type 102,viernes 11pm,10000.00,WON,5/3/2019 11:01:00 PM,2019-05-03 23:00:00
Player 2877,Female,67,Card Type 105,viernes 12am,10000.00,WON,5/4/2019 12:01:13 AM,2019-05-04 00:00:00
Player 18153,Female,29,Card Type 105,viernes 1am,40000.00,WON,5/4/2019 1:00:59 AM,2019-05-04 01:00:00
Player 14621,Male,55,Card Type 105,sábado 7pm,15000.00,Eliminated,5/4/2019 7:01:31 PM,2019-05-04 19:00:00
Player 8966,Male,41,Card Type 102,sábado 7pm,15000.00,Eliminated,5/4/2019 7:02:36 PM,2019-05-04 19:00:00
Player 1129,Male,58,Card Type 104,sábado 7pm,15000.00,WON,5/4/2019 7:03:07 PM,2019-05-04 19:00:00
Player 18153,Female,29,Card Type 105,sábado 8pm,7500.00,Eliminated,5/4/2019 8:01:36 PM,2019-05-04 20:00:00
Player 6542,Male,65,Card Type 102,sábado 8pm,7500.00,WON,5/4/2019 8:02:05 PM,2019-05-04 20:00:00
Player 18153,Female,29,Card Type 105,sábado 9pm,7500.00,Eliminated,5/4/2019 9:01:24 PM,2019-05-04 21:00:00
Player 5934,Female,52,Card Type 105,sábado 9pm,7500.00,WON,5/4/2019 9:02:06 PM,2019-05-04 21:00:00
Player 7506,Female,58,Card Type 101,sábado 10pm,10000.00,WON,5/4/2019 10:00:55 PM,2019-05-04 22:00:00
Player 7151,Male,57,Card Type 102,sábado 11pm,10000.00,WON,5/4/2019 11:01:04 PM,2019-05-04 23:00:00
Player 18153,Female,29,Card Type 105,sábado 12am,10000.00,WON,5/5/2019 12:01:03 AM,2019-05-05 00:00:00
Player 19272,Female,38,Card Type 104,sábado 1am,40000.00,WON,5/5/2019 1:00:47 AM,2019-05-05 01:00:00
Player 8054,Male,57,Card Type 104,viernes 7pm,15000.00,WON,5/10/2019 7:00:53 PM,2019-05-10 19:00:00
Player 5934,Female,52,Card Type 105,viernes 8pm,7500.00,WON,5/10/2019 8:01:08 PM,2019-05-10 20:00:00
Player 10888,Male,39,Card Type 104,viernes 9pm,7500.00,Eliminated,5/10/2019 9:01:32 PM,2019-05-10 21:00:00
Player 3322,Male,68,Card Type 1,viernes 9pm,7500.00,WON,5/10/2019 9:02:08 PM,2019-05-10 21:00:00
Player 20202,Male,40,Card Type 103,viernes 10pm,10000.00,WON,5/10/2019 10:01:25 PM,2019-05-10 22:00:00
Player 21827,Male,46,Card Type 103,viernes 11pm,10000.00,Eliminated,5/10/2019 11:01:26 PM,2019-05-10 23:00:00
Player 8927,Male,60,Card Type 104,viernes 11pm,10000.00,Eliminated,5/10/2019 11:02:32 PM,2019-05-10 23:00:00
Player 22504,Male,31,Card Type 104,viernes 11pm,10000.00,Eliminated,5/10/2019 11:03:37 PM,2019-05-10 23:00:00
Player 22020,Female,37,Card Type 1,viernes 11pm,10000.00,Eliminated,5/10/2019 11:04:43 PM,2019-05-10 23:00:00
Player 16655,Male,56,Card Type 102,viernes 11pm,10000.00,WON,5/10/2019 11:05:22 PM,2019-05-10 23:00:00
Player 22214,Male,28,Card Type 105,viernes 12am,10000.00,Eliminated,5/11/2019 12:01:30 AM,2019-05-11 00:00:00
Player 19272,Female,38,Card Type 104,viernes 12am,10000.00,WON,5/11/2019 12:02:03 AM,2019-05-11 00:00:00
Player 11484,Male,51,Card Type 105,viernes 1am,40000.00,WON,5/11/2019 1:00:56 AM,2019-05-11 01:00:00
Player 1399,Male,45,Card Type 105,sábado 7pm,15000.00,Eliminated,5/11/2019 7:01:29 PM,2019-05-11 19:00:00
Player 14470,Male,55,Card Type 105,sábado 7pm,15000.00,Eliminated,5/11/2019 7:02:43 PM,2019-05-11 19:00:00
Player 22214,Male,28,Card Type 105,sábado 7pm,15000.00,Eliminated,5/11/2019 7:03:49 PM,2019-05-11 19:00:00
Player 8054,Male,57,Card Type 104,sábado 7pm,15000.00,Eliminated,5/11/2019 7:04:55 PM,2019-05-11 19:00:00
